E(MeV)	V-nat
6.66422E-03	1.67320E+02
6.71083E-03	1.72863E+02
6.75743E-03	1.77588E+02
6.80404E-03	1.81106E+02
6.82968E-03	1.82280E+02
6.83900E-03	1.82707E+02
6.87396E-03	1.83146E+02
6.89726E-03	1.82746E+02
6.90891E-03	1.82239E+02
6.92057E-03	1.81731E+02
6.94387E-03	1.80068E+02
6.96717E-03	1.77736E+02
6.99558E-03	1.73902E+02
7.00067E-03	1.73215E+02
7.00577E-03	1.72397E+02
7.01087E-03	1.71580E+02
7.01399E-03	1.71082E+02
7.01633E-03	1.70710E+02
7.01789E-03	1.70463E+02
7.01867E-03	1.70341E+02
7.01945E-03	1.70221E+02
7.02004E-03	1.70133E+02
7.02043E-03	1.70076E+02
7.02082E-03	1.70021E+02
7.02111E-03	1.69981E+02
7.02140E-03	1.69943E+02
7.02170E-03	1.69907E+02
7.02199E-03	1.69875E+02
7.02218E-03	1.69855E+02
7.02238E-03	1.69837E+02
7.02257E-03	1.69821E+02
7.02277E-03	1.69808E+02
7.02296E-03	1.69798E+02
7.02316E-03	1.69791E+02
7.02335E-03	1.69787E+02
7.02353E-03	1.69787E+02
7.02372E-03	1.69791E+02
7.02390E-03	1.69798E+02
7.02408E-03	1.69810E+02
7.02426E-03	1.69827E+02
7.02444E-03	1.69848E+02
7.02462E-03	1.69875E+02
7.02480E-03	1.69907E+02
7.02498E-03	1.69945E+02
7.02516E-03	1.69988E+02
7.02535E-03	1.70037E+02
7.02553E-03	1.70092E+02
7.02571E-03	1.70152E+02
7.02589E-03	1.70218E+02
7.02616E-03	1.70327E+02
7.02641E-03	1.70435E+02
7.02672E-03	1.70583E+02
7.02735E-03	1.70900E+02
7.02751E-03	1.70978E+02
7.02782E-03	1.71127E+02
7.02814E-03	1.71263E+02
7.02838E-03	1.71354E+02
7.02869E-03	1.71456E+02
7.02893E-03	1.71515E+02
7.02918E-03	1.71558E+02
7.02945E-03	1.71580E+02
7.02967E-03	1.71577E+02
7.02989E-03	1.71556E+02
7.03000E-03	1.71537E+02
7.03024E-03	1.71481E+02
7.03045E-03	1.71411E+02
7.03069E-03	1.71312E+02
7.03091E-03	1.71206E+02
7.03117E-03	1.71055E+02
7.03145E-03	1.70866E+02
7.03170E-03	1.70689E+02
7.03200E-03	1.70456E+02
7.03232E-03	1.70185E+02
7.03238E-03	1.70133E+02
7.03322E-03	1.69386E+02
7.03359E-03	1.69068E+02
7.03384E-03	1.68865E+02
7.03408E-03	1.68671E+02
7.03433E-03	1.68486E+02
7.03451E-03	1.68355E+02
7.03470E-03	1.68229E+02
7.03488E-03	1.68109E+02
7.03507E-03	1.67995E+02
7.03528E-03	1.67873E+02
7.03549E-03	1.67758E+02
7.03562E-03	1.67685E+02
7.03576E-03	1.67615E+02
7.03590E-03	1.67548E+02
7.03604E-03	1.67484E+02
7.03618E-03	1.67423E+02
7.03632E-03	1.67363E+02
7.03653E-03	1.67279E+02
7.03674E-03	1.67200E+02
7.03695E-03	1.67124E+02
7.03716E-03	1.67053E+02
7.03737E-03	1.66985E+02
7.03758E-03	1.66920E+02
7.03779E-03	1.66857E+02
7.03800E-03	1.66797E+02
7.03828E-03	1.66720E+02
7.03856E-03	1.66645E+02
7.03884E-03	1.66573E+02
7.03912E-03	1.66502E+02
7.03954E-03	1.66399E+02
7.03991E-03	1.66309E+02
7.04028E-03	1.66220E+02
7.04103E-03	1.66045E+02
7.04214E-03	1.65786E+02
7.04326E-03	1.65529E+02
7.04430E-03	1.65290E+02
7.04550E-03	1.65020E+02
7.04848E-03	1.64348E+02
7.05146E-03	1.63678E+02
7.06040E-03	1.61669E+02
7.07708E-03	1.57922E+02
7.11237E-03	1.48899E+02
7.14887E-03	1.38617E+02
7.18496E-03	1.27767E+02
7.21086E-03	1.19980E+02
7.22380E-03	1.16055E+02
7.25854E-03	1.05524E+02
7.28032E-03	9.89191E+01
7.30714E-03	9.11201E+01
7.33396E-03	8.36318E+01
7.36078E-03	7.65079E+01
7.39505E-03	6.79948E+01
7.41740E-03	6.28138E+01
7.43230E-03	5.95730E+01
7.43975E-03	5.79528E+01
7.46210E-03	5.33839E+01
7.48445E-03	4.91316E+01
7.49190E-03	4.78083E+01
7.50680E-03	4.51619E+01
7.52915E-03	4.14922E+01
7.53660E-03	4.03565E+01
7.55150E-03	3.80856E+01
7.57385E-03	3.49546E+01
7.58130E-03	3.39904E+01
7.59620E-03	3.20624E+01
7.61855E-03	2.94176E+01
7.62600E-03	2.85982E+01
7.63398E-03	2.77202E+01
7.64995E-03	2.60691E+01
7.66592E-03	2.45220E+01
7.67391E-03	2.37979E+01
7.68189E-03	2.30740E+01
7.69786E-03	2.17206E+01
7.71383E-03	2.04568E+01
7.72181E-03	1.98675E+01
7.72980E-03	1.92784E+01
7.74577E-03	1.81812E+01
7.76174E-03	1.71608E+01
7.76972E-03	1.66870E+01
7.77771E-03	1.62134E+01
7.79368E-03	1.53352E+01
7.80964E-03	1.45225E+01
7.81763E-03	1.41472E+01
7.82561E-03	1.37720E+01
7.84158E-03	1.30803E+01
7.85755E-03	1.24442E+01
7.86554E-03	1.21525E+01
7.87352E-03	1.18609E+01
7.88949E-03	1.13276E+01
7.90546E-03	1.08415E+01
7.91344E-03	1.06208E+01
7.92143E-03	1.04002E+01
7.93740E-03	1.00013E+01
7.95337E-03	9.64241E+00
7.96135E-03	9.48195E+00
7.96933E-03	9.32160E+00
7.98530E-03	9.03683E+00
8.00127E-03	8.78611E+00
8.00926E-03	8.67689E+00
8.01724E-03	8.56775E+00
8.03321E-03	8.38008E+00
8.05716E-03	8.15103E+00
8.08112E-03	7.98546E+00
8.10507E-03	7.87300E+00
8.12903E-03	7.81489E+00
8.14420E-03	7.80103E+00
8.15139E-03	7.80582E+00
8.16576E-03	7.81552E+00
8.19451E-03	7.88733E+00
8.20888E-03	7.95124E+00
8.22326E-03	8.01527E+00
8.25201E-03	8.19504E+00
8.26638E-03	8.30870E+00
8.28076E-03	8.42247E+00
8.30951E-03	8.69383E+00
8.32388E-03	8.84974E+00
8.33826E-03	9.00575E+00
8.36701E-03	9.35523E+00
8.38138E-03	9.54736E+00
8.39576E-03	9.73957E+00
8.43888E-03	1.03786E+01
8.45326E-03	1.06119E+01
8.48201E-03	1.10786E+01
8.52513E-03	1.18428E+01
8.56826E-03	1.26676E+01
8.59701E-03	1.32308E+01
8.65451E-03	1.44379E+01
8.71200E-03	1.57216E+01
8.74075E-03	1.63985E+01
8.76950E-03	1.70754E+01
8.82700E-03	1.84942E+01
8.91325E-03	2.07409E+01
8.99950E-03	2.31015E+01
9.02825E-03	2.39338E+01
9.08383E-03	2.55429E+01
9.16430E-03	2.79432E+01
9.27160E-03	3.13328E+01
9.29843E-03	3.21802E+01
9.37890E-03	3.48417E+01
9.40572E-03	3.57290E+01
9.53449E-03	4.01721E+01
9.54700E-03	4.06214E+01
9.67934E-03	4.53743E+01
9.71856E-03	4.68508E+01
9.89512E-03	5.34980E+01
9.91599E-03	5.42838E+01
9.98171E-03	5.68466E+01
1.00291E-02	5.86962E+01
1.00549E-02	5.97009E+01
1.00710E-02	6.03292E+01
1.00806E-02	6.07066E+01
1.00865E-02	6.09375E+01
1.00910E-02	6.11110E+01
1.00954E-02	6.12848E+01
1.00983E-02	6.14009E+01
1.01013E-02	6.15175E+01
1.01035E-02	6.16053E+01
1.01056E-02	6.16882E+01
1.01069E-02	6.17420E+01
1.01083E-02	6.17961E+01
1.01096E-02	6.18505E+01
1.01106E-02	6.18918E+01
1.01116E-02	6.19334E+01
1.01126E-02	6.19755E+01
1.01133E-02	6.20039E+01
1.01140E-02	6.20327E+01
1.01146E-02	6.20620E+01
1.01153E-02	6.20905E+01
1.01157E-02	6.21111E+01
1.01162E-02	6.21322E+01
1.01166E-02	6.21540E+01
1.01169E-02	6.21689E+01
1.01172E-02	6.21843E+01
1.01175E-02	6.22001E+01
1.01178E-02	6.22167E+01
1.01181E-02	6.22340E+01
1.01184E-02	6.22476E+01
1.01186E-02	6.22618E+01
1.01188E-02	6.22768E+01
1.01191E-02	6.22925E+01
1.01193E-02	6.23093E+01
1.01195E-02	6.23272E+01
1.01197E-02	6.23464E+01
1.01198E-02	6.23532E+01
1.01199E-02	6.23642E+01
1.01200E-02	6.23870E+01
1.01202E-02	6.24105E+01
1.01203E-02	6.24349E+01
1.01205E-02	6.24603E+01
1.01206E-02	6.24867E+01
1.01208E-02	6.25142E+01
1.01209E-02	6.25430E+01
1.01211E-02	6.25731E+01
1.01212E-02	6.26047E+01
1.01214E-02	6.26378E+01
1.01215E-02	6.26726E+01
1.01217E-02	6.27091E+01
1.01218E-02	6.27476E+01
1.01220E-02	6.27881E+01
1.01221E-02	6.28307E+01
1.01223E-02	6.28716E+01
1.01225E-02	6.29302E+01
1.01227E-02	6.29927E+01
1.01228E-02	6.30593E+01
1.01230E-02	6.31304E+01
1.01232E-02	6.32061E+01
1.01234E-02	6.33123E+01
1.01236E-02	6.34234E+01
1.01238E-02	6.35397E+01
1.01240E-02	6.36613E+01
1.01241E-02	6.37883E+01
1.01244E-02	6.39476E+01
1.01246E-02	6.41289E+01
1.01248E-02	6.43191E+01
1.01251E-02	6.45180E+01
1.01253E-02	6.47249E+01
1.01256E-02	6.49756E+01
1.01260E-02	6.53101E+01
1.01261E-02	6.54642E+01
1.01266E-02	6.59656E+01
1.01272E-02	6.65212E+01
1.01276E-02	6.69342E+01
1.01280E-02	6.72654E+01
1.01283E-02	6.75318E+01
1.01286E-02	6.77503E+01
1.01289E-02	6.79523E+01
1.01292E-02	6.81034E+01
1.01294E-02	6.81852E+01
1.01297E-02	6.82440E+01
1.01300E-02	6.82824E+01
1.01302E-02	6.82896E+01
1.01303E-02	6.82846E+01
1.01305E-02	6.82459E+01
1.01307E-02	6.81660E+01
1.01310E-02	6.80284E+01
1.01313E-02	6.79033E+01
1.01316E-02	6.77356E+01
1.01319E-02	6.75285E+01
1.01322E-02	6.72697E+01
1.01325E-02	6.70328E+01
1.01326E-02	6.69379E+01
1.01333E-02	6.63252E+01
1.01340E-02	6.56721E+01
1.01344E-02	6.53453E+01
1.01347E-02	6.50893E+01
1.01350E-02	6.48447E+01
1.01352E-02	6.46692E+01
1.01354E-02	6.45014E+01
1.01356E-02	6.43507E+01
1.01357E-02	6.43181E+01
1.01358E-02	6.42432E+01
1.01360E-02	6.41473E+01
1.01362E-02	6.40566E+01
1.01364E-02	6.39711E+01
1.01365E-02	6.38907E+01
1.01367E-02	6.38151E+01
1.01369E-02	6.37443E+01
1.01371E-02	6.36780E+01
1.01373E-02	6.36161E+01
1.01375E-02	6.35583E+01
1.01376E-02	6.35141E+01
1.01378E-02	6.34651E+01
1.01380E-02	6.34193E+01
1.01381E-02	6.33764E+01
1.01383E-02	6.33364E+01
1.01385E-02	6.32991E+01
1.01386E-02	6.32762E+01
1.01387E-02	6.32703E+01
1.01388E-02	6.32554E+01
1.01390E-02	6.32425E+01
1.01392E-02	6.32315E+01
1.01394E-02	6.32222E+01
1.01395E-02	6.32145E+01
1.01397E-02	6.32081E+01
1.01399E-02	6.32031E+01
1.01401E-02	6.31991E+01
1.01403E-02	6.31962E+01
1.01404E-02	6.31944E+01
1.01406E-02	6.31930E+01
1.01409E-02	6.31927E+01
1.01411E-02	6.31935E+01
1.01413E-02	6.31951E+01
1.01415E-02	6.31975E+01
1.01418E-02	6.32006E+01
1.01420E-02	6.32042E+01
1.01423E-02	6.32098E+01
1.01426E-02	6.32160E+01
1.01429E-02	6.32229E+01
1.01432E-02	6.32302E+01
1.01436E-02	6.32419E+01
1.01441E-02	6.32543E+01
1.01445E-02	6.32672E+01
1.01451E-02	6.32850E+01
1.01458E-02	6.33068E+01
1.01465E-02	6.33292E+01
1.01472E-02	6.33520E+01
1.01483E-02	6.33869E+01
1.01493E-02	6.34223E+01
1.01504E-02	6.34582E+01
1.01515E-02	6.34944E+01
1.01529E-02	6.35431E+01
1.01543E-02	6.35921E+01
1.01564E-02	6.36661E+01
1.01585E-02	6.37406E+01
1.01606E-02	6.38154E+01
1.01635E-02	6.39155E+01
1.01677E-02	6.40660E+01
1.01686E-02	6.40970E+01
1.01719E-02	6.42252E+01
1.01790E-02	6.44943E+01
1.01877E-02	6.48261E+01
1.01964E-02	6.51581E+01
1.02137E-02	6.58226E+01
1.02415E-02	6.68863E+01
1.02693E-02	6.79502E+01
1.04142E-02	7.34971E+01
1.04721E-02	7.57138E+01
1.06393E-02	8.17141E+01
1.06870E-02	8.33119E+01
1.07825E-02	8.65072E+01
1.08781E-02	8.93807E+01
1.09258E-02	9.08175E+01
1.10691E-02	9.45585E+01
1.11169E-02	9.56282E+01
1.11646E-02	9.66977E+01
1.12602E-02	9.85285E+01
1.13557E-02	1.00036E+02
1.14034E-02	1.00624E+02
1.14512E-02	1.01212E+02
1.15467E-02	1.02052E+02
1.16637E-02	1.02545E+02
1.16757E-02	1.02595E+02
1.17007E-02	1.02701E+02
1.17043E-02	1.02716E+02
1.17122E-02	1.02741E+02
1.17216E-02	1.02771E+02
1.17263E-02	1.02786E+02
1.17310E-02	1.02802E+02
1.17342E-02	1.02812E+02
1.17366E-02	1.02821E+02
1.17382E-02	1.02827E+02
1.17398E-02	1.02833E+02
1.17414E-02	1.02840E+02
1.17426E-02	1.02845E+02
1.17434E-02	1.02849E+02
1.17443E-02	1.02853E+02
1.17449E-02	1.02856E+02
1.17455E-02	1.02860E+02
1.17461E-02	1.02864E+02
1.17465E-02	1.02867E+02
1.17469E-02	1.02871E+02
1.17472E-02	1.02874E+02
1.17475E-02	1.02878E+02
1.17478E-02	1.02881E+02
1.17481E-02	1.02885E+02
1.17483E-02	1.02890E+02
1.17485E-02	1.02894E+02
1.17488E-02	1.02899E+02
1.17490E-02	1.02904E+02
1.17492E-02	1.02910E+02
1.17494E-02	1.02917E+02
1.17496E-02	1.02924E+02
1.17498E-02	1.02932E+02
1.17500E-02	1.02942E+02
1.17502E-02	1.02952E+02
1.17504E-02	1.02960E+02
1.17505E-02	1.02969E+02
1.17506E-02	1.02978E+02
1.17508E-02	1.02988E+02
1.17509E-02	1.02998E+02
1.17511E-02	1.03010E+02
1.17512E-02	1.03022E+02
1.17513E-02	1.03035E+02
1.17515E-02	1.03049E+02
1.17516E-02	1.03066E+02
1.17518E-02	1.03084E+02
1.17519E-02	1.03104E+02
1.17521E-02	1.03125E+02
1.17522E-02	1.03148E+02
1.17524E-02	1.03173E+02
1.17526E-02	1.03200E+02
1.17527E-02	1.03228E+02
1.17529E-02	1.03258E+02
1.17530E-02	1.03290E+02
1.17530E-02	1.03294E+02
1.17532E-02	1.03337E+02
1.17533E-02	1.03388E+02
1.17536E-02	1.03467E+02
1.17538E-02	1.03552E+02
1.17540E-02	1.03641E+02
1.17542E-02	1.03717E+02
1.17545E-02	1.03835E+02
1.17548E-02	1.03961E+02
1.17551E-02	1.04092E+02
1.17553E-02	1.04230E+02
1.17557E-02	1.04397E+02
1.17562E-02	1.04694E+02
1.17570E-02	1.05120E+02
1.17575E-02	1.05384E+02
1.17579E-02	1.05585E+02
1.17583E-02	1.05727E+02
1.17585E-02	1.05837E+02
1.17589E-02	1.05945E+02
1.17591E-02	1.06019E+02
1.17594E-02	1.06092E+02
1.17597E-02	1.06149E+02
1.17600E-02	1.06185E+02
1.17603E-02	1.06150E+02
1.17606E-02	1.06107E+02
1.17608E-02	1.06045E+02
1.17611E-02	1.05984E+02
1.17613E-02	1.05896E+02
1.17617E-02	1.05770E+02
1.17620E-02	1.05620E+02
1.17625E-02	1.05419E+02
1.17629E-02	1.05175E+02
1.17642E-02	1.04518E+02
1.17646E-02	1.04297E+02
1.17650E-02	1.04125E+02
1.17653E-02	1.04003E+02
1.17655E-02	1.03886E+02
1.17658E-02	1.03776E+02
1.17661E-02	1.03672E+02
1.17663E-02	1.03583E+02
1.17665E-02	1.03527E+02
1.17666E-02	1.03473E+02
1.17668E-02	1.03422E+02
1.17670E-02	1.03372E+02
1.17671E-02	1.03326E+02
1.17673E-02	1.03281E+02
1.17674E-02	1.03238E+02
1.17676E-02	1.03197E+02
1.17678E-02	1.03159E+02
1.17679E-02	1.03122E+02
1.17681E-02	1.03087E+02
1.17683E-02	1.03053E+02
1.17684E-02	1.03021E+02
1.17686E-02	1.02991E+02
1.17687E-02	1.02962E+02
1.17689E-02	1.02934E+02
1.17690E-02	1.02918E+02
1.17691E-02	1.02913E+02
1.17692E-02	1.02900E+02
1.17694E-02	1.02889E+02
1.17696E-02	1.02878E+02
1.17697E-02	1.02869E+02
1.17699E-02	1.02860E+02
1.17700E-02	1.02852E+02
1.17702E-02	1.02845E+02
1.17704E-02	1.02838E+02
1.17705E-02	1.02832E+02
1.17707E-02	1.02826E+02
1.17709E-02	1.02821E+02
1.17711E-02	1.02814E+02
1.17713E-02	1.02809E+02
1.17716E-02	1.02803E+02
1.17718E-02	1.02799E+02
1.17721E-02	1.02794E+02
1.17722E-02	1.02792E+02
1.17726E-02	1.02788E+02
1.17729E-02	1.02784E+02
1.17732E-02	1.02780E+02
1.17735E-02	1.02777E+02
1.17739E-02	1.02774E+02
1.17743E-02	1.02770E+02
1.17748E-02	1.02767E+02
1.17755E-02	1.02762E+02
1.17762E-02	1.02758E+02
1.17772E-02	1.02753E+02
1.17781E-02	1.02748E+02
1.17796E-02	1.02741E+02
1.17810E-02	1.02734E+02
1.17824E-02	1.02728E+02
1.17843E-02	1.02719E+02
1.17872E-02	1.02707E+02
1.17910E-02	1.02692E+02
1.17967E-02	1.02669E+02
1.18044E-02	1.02639E+02
1.18158E-02	1.02594E+02
1.18286E-02	1.02544E+02
1.18558E-02	1.02439E+02
1.18959E-02	1.02284E+02
1.19028E-02	1.02258E+02
1.19208E-02	1.02188E+02
1.19316E-02	1.02147E+02
1.19350E-02	1.02134E+02
1.19374E-02	1.02120E+02
1.19418E-02	1.02094E+02
1.19447E-02	1.02076E+02
1.19476E-02	1.02060E+02
1.19498E-02	1.02047E+02
1.19513E-02	1.02039E+02
1.19527E-02	1.02032E+02
1.19538E-02	1.02026E+02
1.19545E-02	1.02023E+02
1.19553E-02	1.02020E+02
1.19558E-02	1.02018E+02
1.19564E-02	1.02017E+02
1.19567E-02	1.02016E+02
1.19571E-02	1.02015E+02
1.19575E-02	1.02016E+02
1.19577E-02	1.02016E+02
1.19580E-02	1.02017E+02
1.19583E-02	1.02018E+02
1.19586E-02	1.02020E+02
1.19588E-02	1.02022E+02
1.19590E-02	1.02024E+02
1.19592E-02	1.02027E+02
1.19594E-02	1.02029E+02
1.19594E-02	1.02030E+02
1.19596E-02	1.02041E+02
1.19597E-02	1.02053E+02
1.19599E-02	1.02066E+02
1.19601E-02	1.02079E+02
1.19603E-02	1.02093E+02
1.19605E-02	1.02108E+02
1.19606E-02	1.02124E+02
1.19608E-02	1.02141E+02
1.19610E-02	1.02160E+02
1.19612E-02	1.02180E+02
1.19614E-02	1.02201E+02
1.19616E-02	1.02224E+02
1.19618E-02	1.02248E+02
1.19620E-02	1.02274E+02
1.19622E-02	1.02302E+02
1.19624E-02	1.02332E+02
1.19626E-02	1.02364E+02
1.19628E-02	1.02397E+02
1.19630E-02	1.02433E+02
1.19632E-02	1.02472E+02
1.19633E-02	1.02512E+02
1.19635E-02	1.02555E+02
1.19637E-02	1.02600E+02
1.19639E-02	1.02647E+02
1.19642E-02	1.02719E+02
1.19645E-02	1.02795E+02
1.19647E-02	1.02877E+02
1.19650E-02	1.02962E+02
1.19654E-02	1.03079E+02
1.19658E-02	1.03218E+02
1.19665E-02	1.03496E+02
1.19666E-02	1.03509E+02
1.19671E-02	1.03721E+02
1.19676E-02	1.03897E+02
1.19681E-02	1.04033E+02
1.19684E-02	1.04130E+02
1.19687E-02	1.04218E+02
1.19690E-02	1.04277E+02
1.19693E-02	1.04332E+02
1.19696E-02	1.04368E+02
1.19699E-02	1.04393E+02
1.19699E-02	1.04394E+02
1.19700E-02	1.04387E+02
1.19703E-02	1.04364E+02
1.19705E-02	1.04334E+02
1.19708E-02	1.04289E+02
1.19710E-02	1.04246E+02
1.19713E-02	1.04184E+02
1.19716E-02	1.04112E+02
1.19719E-02	1.04016E+02
1.19723E-02	1.03888E+02
1.19727E-02	1.03722E+02
1.19734E-02	1.03487E+02
1.19742E-02	1.03162E+02
1.19746E-02	1.03013E+02
1.19749E-02	1.02894E+02
1.19752E-02	1.02799E+02
1.19755E-02	1.02708E+02
1.19758E-02	1.02621E+02
1.19760E-02	1.02567E+02
1.19762E-02	1.02514E+02
1.19763E-02	1.02464E+02
1.19765E-02	1.02412E+02
1.19768E-02	1.02363E+02
1.19770E-02	1.02317E+02
1.19772E-02	1.02273E+02
1.19774E-02	1.02232E+02
1.19776E-02	1.02193E+02
1.19777E-02	1.02165E+02
1.19779E-02	1.02138E+02
1.19780E-02	1.02113E+02
1.19782E-02	1.02089E+02
1.19783E-02	1.02065E+02
1.19785E-02	1.02043E+02
1.19786E-02	1.02022E+02
1.19788E-02	1.02001E+02
1.19789E-02	1.01982E+02
1.19791E-02	1.01964E+02
1.19791E-02	1.01963E+02
1.19792E-02	1.01953E+02
1.19794E-02	1.01944E+02
1.19796E-02	1.01936E+02
1.19797E-02	1.01927E+02
1.19799E-02	1.01920E+02
1.19800E-02	1.01912E+02
1.19802E-02	1.01904E+02
1.19805E-02	1.01896E+02
1.19807E-02	1.01888E+02
1.19809E-02	1.01882E+02
1.19811E-02	1.01876E+02
1.19813E-02	1.01870E+02
1.19815E-02	1.01865E+02
1.19817E-02	1.01860E+02
1.19821E-02	1.01854E+02
1.19824E-02	1.01848E+02
1.19827E-02	1.01842E+02
1.19830E-02	1.01837E+02
1.19835E-02	1.01831E+02
1.19839E-02	1.01825E+02
1.19845E-02	1.01816E+02
1.19852E-02	1.01808E+02
1.19860E-02	1.01798E+02
1.19870E-02	1.01788E+02
1.19884E-02	1.01771E+02
1.19899E-02	1.01755E+02
1.19914E-02	1.01740E+02
1.19934E-02	1.01719E+02
1.19963E-02	1.01688E+02
1.20003E-02	1.01647E+02
1.20062E-02	1.01587E+02
1.20141E-02	1.01506E+02
1.20263E-02	1.01383E+02
1.20509E-02	1.01133E+02
1.21202E-02	1.00432E+02
1.21484E-02	1.00147E+02
1.23199E-02	9.76867E+01
1.25100E-02	9.43604E+01
1.27485E-02	8.94325E+01
1.29870E-02	8.39711E+01
1.30786E-02	8.18734E+01
1.32255E-02	7.84386E+01
1.34044E-02	7.42559E+01
1.35590E-02	7.06410E+01
1.36540E-02	6.84203E+01
1.37043E-02	6.73061E+01
1.38514E-02	6.40468E+01
1.39666E-02	6.14969E+01
1.40817E-02	5.91034E+01
1.41969E-02	5.67100E+01
1.42544E-02	5.55134E+01
1.43120E-02	5.43879E+01
1.44209E-02	5.22588E+01
1.45298E-02	5.01299E+01
1.46329E-02	4.82463E+01
1.47637E-02	4.58570E+01
1.48468E-02	4.43393E+01
1.49298E-02	4.29189E+01
1.50111E-02	4.15303E+01
1.50858E-02	4.02529E+01
1.51282E-02	3.95281E+01
1.51494E-02	3.91909E+01
1.51918E-02	3.85166E+01
1.52342E-02	3.78423E+01
1.52766E-02	3.71681E+01
1.53190E-02	3.64941E+01
1.53376E-02	3.61992E+01
1.53561E-02	3.59335E+01
1.53932E-02	3.54021E+01
1.54197E-02	3.50227E+01
1.54462E-02	3.46434E+01
1.54674E-02	3.43400E+01
1.54966E-02	3.39854E+01
1.55125E-02	3.37921E+01
1.55283E-02	3.35989E+01
1.55442E-02	3.34059E+01
1.55522E-02	3.33095E+01
1.55562E-02	3.32719E+01
1.55681E-02	3.31593E+01
1.55800E-02	3.30469E+01
1.55880E-02	3.29722E+01
1.55959E-02	3.28977E+01
1.55999E-02	3.28606E+01
1.56019E-02	3.28513E+01
1.56078E-02	3.28235E+01
1.56138E-02	3.27960E+01
1.56191E-02	3.27719E+01
1.56224E-02	3.27571E+01
1.56257E-02	3.27424E+01
1.56290E-02	3.27280E+01
1.56324E-02	3.27138E+01
1.56357E-02	3.27000E+01
1.56370E-02	3.26947E+01
1.56382E-02	3.27017E+01
1.56406E-02	3.27171E+01
1.56431E-02	3.27328E+01
1.56456E-02	3.27491E+01
1.56473E-02	3.27602E+01
1.56489E-02	3.27717E+01
1.56505E-02	3.27830E+01
1.56506E-02	3.27846E+01
1.56522E-02	3.28250E+01
1.56539E-02	3.28659E+01
1.56551E-02	3.28970E+01
1.56562E-02	3.29234E+01
1.56574E-02	3.29557E+01
1.56587E-02	3.29886E+01
1.56593E-02	3.30036E+01
1.56600E-02	3.30398E+01
1.56609E-02	3.30895E+01
1.56618E-02	3.31397E+01
1.56628E-02	3.31905E+01
1.56635E-02	3.32293E+01
1.56637E-02	3.32507E+01
1.56647E-02	3.33388E+01
1.56656E-02	3.34279E+01
1.56663E-02	3.34911E+01
1.56669E-02	3.35549E+01
1.56676E-02	3.36194E+01
1.56677E-02	3.36325E+01
1.56683E-02	3.37174E+01
1.56689E-02	3.38245E+01
1.56696E-02	3.39327E+01
1.56703E-02	3.40422E+01
1.56704E-02	3.40644E+01
1.56708E-02	3.41545E+01
1.56712E-02	3.42618E+01
1.56717E-02	3.43951E+01
1.56722E-02	3.45299E+01
1.56724E-02	3.45640E+01
1.56728E-02	3.47127E+01
1.56733E-02	3.49129E+01
1.56737E-02	3.50646E+01
1.56741E-02	3.52178E+01
1.56742E-02	3.52437E+01
1.56745E-02	3.54214E+01
1.56749E-02	3.56366E+01
1.56753E-02	3.58413E+01
1.56753E-02	3.58541E+01
1.56756E-02	3.60752E+01
1.56759E-02	3.63149E+01
1.56763E-02	3.65569E+01
1.56764E-02	3.66802E+01
1.56766E-02	3.68350E+01
1.56769E-02	3.71504E+01
1.56772E-02	3.74688E+01
1.56773E-02	3.74947E+01
1.56776E-02	3.78522E+01
1.56779E-02	3.82446E+01
1.56779E-02	3.82645E+01
1.56782E-02	3.87135E+01
1.56785E-02	3.91903E+01
1.56786E-02	3.93215E+01
1.56788E-02	3.96252E+01
1.56791E-02	4.01664E+01
1.56794E-02	4.06170E+01
1.56794E-02	4.07304E+01
1.56797E-02	4.13872E+01
1.56800E-02	4.20487E+01
1.56801E-02	4.21938E+01
1.56803E-02	4.28039E+01
1.56806E-02	4.35887E+01
1.56807E-02	4.38121E+01
1.56809E-02	4.44727E+01
1.56813E-02	4.56618E+01
1.56815E-02	4.62308E+01
1.56817E-02	4.68452E+01
1.56820E-02	4.81292E+01
1.56823E-02	4.90866E+01
1.56824E-02	4.94673E+01
1.56828E-02	5.09429E+01
1.56831E-02	5.23725E+01
1.56832E-02	5.28514E+01
1.56836E-02	5.47771E+01
1.56843E-02	5.78903E+01
1.56847E-02	5.99746E+01
1.56862E-02	6.74644E+01
1.56863E-02	6.79960E+01
1.56868E-02	7.04340E+01
1.56871E-02	7.15522E+01
1.56873E-02	7.24675E+01
1.56878E-02	7.43809E+01
1.56878E-02	7.44317E+01
1.56883E-02	7.59677E+01
1.56883E-02	7.59882E+01
1.56888E-02	7.71989E+01
1.56892E-02	7.79216E+01
1.56894E-02	7.81517E+01
1.56897E-02	7.83305E+01
1.56900E-02	7.84958E+01
1.56900E-02	7.84962E+01
1.56904E-02	7.83336E+01
1.56905E-02	7.82716E+01
1.56908E-02	7.79482E+01
1.56910E-02	7.76090E+01
1.56912E-02	7.72627E+01
1.56915E-02	7.65619E+01
1.56917E-02	7.60746E+01
1.56920E-02	7.51530E+01
1.56922E-02	7.45057E+01
1.56927E-02	7.27276E+01
1.56927E-02	7.24566E+01
1.56930E-02	7.13781E+01
1.56935E-02	6.90261E+01
1.56936E-02	6.85048E+01
1.56944E-02	6.45660E+01
1.56946E-02	6.37763E+01
1.56956E-02	5.83879E+01
1.56962E-02	5.56913E+01
1.56964E-02	5.45413E+01
1.56967E-02	5.31831E+01
