E(MeV)	"AL-27(N,TOT)"
7.10511E-01	3.42503
7.10711E-01	3.38735
7.10911E-01	3.34968
7.11136E-01	3.30729
7.11212E-01	3.29316
7.11287E-01	3.27664
7.11437E-01	3.24361
7.11587E-01	3.21057
7.11737E-01	3.17754
7.11812E-01	3.16102
7.11887E-01	3.14204
7.12037E-01	3.10407
7.12150E-01	3.0756
7.12263E-01	3.04713
7.12375E-01	3.01389
7.12488E-01	2.98066
7.12601E-01	2.94742
7.12713E-01	2.91419
7.12826E-01	2.8753
7.12901E-01	2.84937
7.12976E-01	2.82345
7.13014E-01	2.81049
7.13051E-01	2.79549
7.13126E-01	2.76551
7.13201E-01	2.73553
7.13276E-01	2.70556
7.13314E-01	2.69057
7.13351E-01	2.67335
7.13426E-01	2.63891
7.13483E-01	2.61309
7.13539E-01	2.58726
7.13595E-01	2.56144
7.13614E-01	2.55284
7.13652E-01	2.53476
7.13708E-01	2.50766
7.13764E-01	2.48056
7.13821E-01	2.45346
7.13877E-01	2.42637
7.13931E-01	2.40045
7.13980E-01	2.37687
7.14029E-01	2.35814
7.14078E-01	2.33943
7.14111E-01	2.32695
7.14143E-01	2.31899
7.14202E-01	2.30484
7.14205E-01	2.30456
7.14263E-01	2.30004
7.14278E-01	2.29891
7.14332E-01	2.30428
7.14351E-01	2.30933
7.14387E-01	2.31945
7.14442E-01	2.34609
7.14485E-01	2.37776
7.14496E-01	2.38568
7.14556E-01	2.44549
7.14562E-01	2.45255
7.14612E-01	2.51844
7.14616E-01	2.52315
7.14656E-01	2.58459
7.14667E-01	2.60399
7.14703E-01	2.66867
7.14729E-01	2.71394
7.14740E-01	2.73597
7.14787E-01	2.83144
7.14802E-01	2.86081
7.14816E-01	2.89177
7.14855E-01	2.97533
7.14902E-01	3.07436
7.14943E-01	3.16099
7.14976E-01	3.23213
7.14994E-01	3.26713
7.15049E-01	3.37212
7.15103E-01	3.46334
7.15122E-01	3.49374
7.15194E-01	3.59414
7.15267E-01	3.67298
7.15336E-01	3.72928
7.15405E-01	3.76633
7.15440E-01	3.78486
7.15474E-01	3.79423
7.15526E-01	3.8083
7.15543E-01	3.81299
7.15576E-01	3.81568
7.15625E-01	3.81971
7.15645E-01	3.82136
7.15674E-01	3.81917
7.15723E-01	3.81548
7.15773E-01	3.8118
7.15809E-01	3.80908
7.15822E-01	3.80646
7.15871E-01	3.79638
7.15920E-01	3.7863
7.15969E-01	3.77623
7.16034E-01	3.7628
7.16100E-01	3.74938
7.16125E-01	3.74417
7.16165E-01	3.73464
7.16231E-01	3.71905
7.16296E-01	3.70347
7.16362E-01	3.6879
7.16427E-01	3.67232
7.16493E-01	3.65675
7.16558E-01	3.64118
7.16623E-01	3.62562
7.16689E-01	3.61005
7.16754E-01	3.59449
7.16780E-01	3.58844
7.16853E-01	3.57425
7.16951E-01	3.55509
7.17049E-01	3.53593
7.17147E-01	3.51678
7.17245E-01	3.49762
7.17304E-01	3.48628
7.17344E-01	3.48017
7.17442E-01	3.46518
7.17540E-01	3.4502
7.17638E-01	3.43522
7.17769E-01	3.41524
7.17900E-01	3.39527
7.17958E-01	3.38639
7.18031E-01	3.37783
7.18162E-01	3.36242
7.18314E-01	3.34445
7.18467E-01	3.32648
7.18649E-01	3.30508
7.18685E-01	3.3008
7.18831E-01	3.28766
7.18976E-01	3.27452
7.19194E-01	3.2548
7.19413E-01	3.23509
7.19631E-01	3.21537
7.19704E-01	3.2088
7.19849E-01	3.19869
7.20067E-01	3.18351
7.20285E-01	3.16834
7.20504E-01	3.15316
7.20722E-01	3.13799
7.20967E-01	3.12095
7.21266E-01	3.10017
7.21466E-01	3.08682
7.21532E-01	3.08237
7.21744E-01	3.06822
7.21956E-01	3.05408
7.22157E-01	3.04068
7.22290E-01	3.03175
7.22424E-01	3.02282
7.22558E-01	3.01388
7.22692E-01	3.00495
7.22825E-01	2.99602
7.22892E-01	2.99156
7.22959E-01	2.98565
7.23059E-01	2.97678
7.23160E-01	2.96792
7.23260E-01	2.95905
7.23347E-01	2.95137
7.23427E-01	2.94428
7.23508E-01	2.93719
7.23575E-01	2.93129
7.23641E-01	2.92538
7.23708E-01	2.91948
7.23775E-01	2.91358
7.23842E-01	2.90752
7.23887E-01	2.90348
7.23931E-01	2.89945
7.23976E-01	2.89541
7.24020E-01	2.89138
7.24065E-01	2.88735
7.24110E-01	2.88332
7.24132E-01	2.8813
7.24154E-01	2.88048
7.24199E-01	2.87883
7.24243E-01	2.87718
7.24277E-01	2.87594
7.24310E-01	2.87471
7.24344E-01	2.87716
7.24377E-01	2.87962
7.24411E-01	2.88208
7.24444E-01	2.88454
7.24453E-01	2.88519
7.24477E-01	2.89101
7.24511E-01	2.89894
7.24542E-01	2.90635
7.24544E-01	2.90728
7.24578E-01	2.92126
7.24609E-01	2.93431
7.24611E-01	2.93573
7.24645E-01	2.95701
7.24676E-01	2.97688
7.24678E-01	2.97893
7.24712E-01	3.00974
7.24743E-01	3.0385
7.24756E-01	3.05544
7.24810E-01	3.12319
7.24867E-01	3.21461
7.24868E-01	3.21671
7.24912E-01	3.30088
7.24923E-01	3.32192
7.24946E-01	3.3677
7.24979E-01	3.43637
7.25001E-01	3.48214
7.25024E-01	3.5279
7.25046E-01	3.57366
7.25050E-01	3.58281
7.25068E-01	3.61387
7.25088E-01	3.64881
7.25117E-01	3.69927
7.25118E-01	3.70068
7.25149E-01	3.73876
7.25174E-01	3.77035
7.25174E-01	3.77104
7.25205E-01	3.79438
7.25228E-01	3.81242
7.25235E-01	3.81431
7.25278E-01	3.82596
7.25291E-01	3.82962
7.25363E-01	3.81787
7.25376E-01	3.81112
7.25423E-01	3.78748
7.25454E-01	3.77172
7.25470E-01	3.76384
7.25492E-01	3.74932
7.25525E-01	3.72755
7.25559E-01	3.70578
7.25592E-01	3.68401
7.25626E-01	3.66225
7.25659E-01	3.64049
7.25684E-01	3.62454
7.25693E-01	3.61958
7.25726E-01	3.60101
7.25759E-01	3.58243
7.25793E-01	3.56386
7.25826E-01	3.54529
7.25860E-01	3.52673
7.25862E-01	3.52549
7.25893E-01	3.51207
7.25938E-01	3.49291
7.25982E-01	3.47375
7.26027E-01	3.45459
7.26040E-01	3.44884
7.26072E-01	3.43855
7.26116E-01	3.42386
7.26161E-01	3.40917
7.26205E-01	3.39448
7.26219E-01	3.39008
7.26250E-01	3.38252
7.26295E-01	3.37172
7.26339E-01	3.36092
7.26406E-01	3.34472
7.26473E-01	3.32852
7.26486E-01	3.32528
7.26540E-01	3.31642
7.26607E-01	3.30535
7.26674E-01	3.29428
7.26740E-01	3.28321
7.26807E-01	3.27214
7.26843E-01	3.26624
7.26897E-01	3.26052
7.26997E-01	3.24981
7.27097E-01	3.2391
7.27204E-01	3.22768
7.27325E-01	3.21483
7.27351E-01	3.21197
7.27445E-01	3.20579
7.27552E-01	3.19872
7.27686E-01	3.18988
7.27820E-01	3.18105
7.27953E-01	3.17222
7.28020E-01	3.1678
7.28109E-01	3.16441
7.28288E-01	3.15762
7.28466E-01	3.15083
7.28645E-01	3.14404
7.28912E-01	3.13386
7.29090E-01	3.12707
7.29193E-01	3.12508
7.29502E-01	3.11912
7.29902E-01	3.11137
7.30303E-01	3.10362
7.30633E-01	3.09723
7.30798E-01	3.09606
7.31293E-01	3.09254
7.31623E-01	3.0902
7.32283E-01	3.08551
7.32943E-01	3.08082
7.33934E-01	3.07971
7.34594E-01	3.08224
7.35749E-01	3.08667
7.37235E-01	3.09237
7.38555E-01	3.10525
7.39875E-01	3.11813
7.41196E-01	3.13101
7.42516E-01	3.15118
7.43672E-01	3.16884
7.44761E-01	3.18549
7.45223E-01	3.19255
7.45751E-01	3.20432
7.46609E-01	3.22344
7.47402E-01	3.2411
7.48194E-01	3.25876
7.48986E-01	3.28452
7.49580E-01	3.30384
7.50175E-01	3.32317
7.50769E-01	3.35075
7.51363E-01	3.37834
7.51561E-01	3.38754
7.51759E-01	3.40048
7.52155E-01	3.42636
7.52551E-01	3.45224
7.52749E-01	3.46518
7.52947E-01	3.48264
7.53344E-01	3.51755
7.53542E-01	3.53501
7.53740E-01	3.55775
7.54136E-01	3.60323
7.54334E-01	3.62597
7.54433E-01	3.64042
7.54730E-01	3.68379
7.54928E-01	3.7127
7.55027E-01	3.73049
7.55324E-01	3.78387
7.55522E-01	3.81946
7.55621E-01	3.84118
7.55918E-01	3.90634
7.56116E-01	3.94978
7.56215E-01	3.97563
7.56512E-01	4.05317
7.56711E-01	4.10486
7.56909E-01	4.16334
7.57833E-01	4.43625
7.58163E-01	4.53372
7.58411E-01	4.59359
7.58493E-01	4.61355
7.58658E-01	4.64327
7.58823E-01	4.67298
7.58906E-01	4.68125
7.59153E-01	4.70603
7.59351E-01	4.71166
7.59404E-01	4.70997
7.59450E-01	4.70849
7.59575E-01	4.7045
7.59667E-01	4.69493
7.59884E-01	4.67237
7.60117E-01	4.63052
7.60207E-01	4.61455
7.60385E-01	4.56986
7.60704E-01	4.4901
7.61447E-01	4.27312
7.61871E-01	4.14913
7.62041E-01	4.09954
7.62211E-01	4.05665
7.62466E-01	3.99233
7.62721E-01	3.92801
7.62976E-01	3.87416
7.63230E-01	3.8203
7.63485E-01	3.77649
7.63708E-01	3.73816
7.63862E-01	3.71169
7.63888E-01	3.70713
7.64021E-01	3.68985
7.64180E-01	3.66912
7.64300E-01	3.65358
7.64419E-01	3.63803
7.64525E-01	3.62422
7.64539E-01	3.62305
7.64658E-01	3.61252
7.64738E-01	3.6055
7.64817E-01	3.59848
7.64897E-01	3.59146
7.64977E-01	3.58445
7.65003E-01	3.58211
7.65036E-01	3.58095
7.65093E-01	3.57898
7.65148E-01	3.57707
7.65202E-01	3.57517
7.65257E-01	3.57326
7.65312E-01	3.57136
7.65322E-01	3.57101
7.65348E-01	3.57244
7.65398E-01	3.57511
7.65431E-01	3.57689
7.65464E-01	3.57868
7.65498E-01	3.58047
7.65531E-01	3.58226
7.65561E-01	3.58388
7.65564E-01	3.58448
7.65597E-01	3.59046
7.65625E-01	3.59555
7.65648E-01	3.59975
7.65672E-01	3.60395
7.65673E-01	3.60425
7.65695E-01	3.61176
7.65718E-01	3.61986
7.65741E-01	3.62796
7.65765E-01	3.63606
7.65786E-01	3.64359
7.65788E-01	3.64456
7.65808E-01	3.65617
7.65824E-01	3.66585
7.65841E-01	3.67553
7.65852E-01	3.68231
7.65857E-01	3.68668
7.65874E-01	3.70124
7.65891E-01	3.71582
7.65907E-01	3.73039
7.65919E-01	3.7406
7.65924E-01	3.74696
7.65939E-01	3.76603
7.65952E-01	3.783
7.65965E-01	3.79996
7.65969E-01	3.80421
7.65979E-01	3.82213
7.65992E-01	3.84604
7.66005E-01	3.86996
7.66018E-01	3.89389
7.66032E-01	3.92602
7.66043E-01	3.95415
7.66051E-01	3.97425
7.66058E-01	3.99474
7.66073E-01	4.04086
7.66084E-01	4.07518
7.66088E-01	4.09021
7.66103E-01	4.14891
7.66117E-01	4.20367
7.66118E-01	4.20854
7.66132E-01	4.27833
7.66141E-01	4.32183
7.66147E-01	4.35277
7.66161E-01	4.43488
7.66166E-01	4.46083
7.66176E-01	4.52682
7.66190E-01	4.62331
7.66199E-01	4.68229
7.66210E-01	4.7602
7.66253E-01	5.08388
7.66267E-01	5.18575
7.66267E-01	5.19068
7.66280E-01	5.2651
7.66291E-01	5.33239
7.66292E-01	5.34079
7.66302E-01	5.38292
7.66309E-01	5.4147
7.66313E-01	5.42405
7.66324E-01	5.45155
7.66326E-01	5.45885
7.66334E-01	5.46437
7.66337E-01	5.46661
7.66338E-01	5.46732
7.66348E-01	5.45758
7.66355E-01	5.45008
7.66358E-01	5.43953
7.66369E-01	5.40782
7.66381E-01	5.3536
7.66385E-01	5.33552
7.66393E-01	5.28845
7.66401E-01	5.24136
7.66407E-01	5.20123
7.66424E-01	5.08078
7.66435E-01	5.00045
7.66470E-01	4.73533
7.66478E-01	4.67509
7.66486E-01	4.62154
7.66502E-01	4.51448
7.66510E-01	4.46096
7.66514E-01	4.43796
7.66526E-01	4.36896
7.66534E-01	4.32297
7.66538E-01	4.30322
7.66550E-01	4.244
7.66558E-01	4.20454
7.66562E-01	4.18821
7.66574E-01	4.13927
7.66586E-01	4.09034
7.66590E-01	4.07403
7.66598E-01	4.04796
7.66610E-01	4.00886
7.66622E-01	3.96978
7.66634E-01	3.93847
7.66646E-01	3.90718
7.66654E-01	3.88633
7.66658E-01	3.87833
7.66670E-01	3.85434
7.66686E-01	3.82237
7.66702E-01	3.79041
7.66717E-01	3.76806
7.66733E-01	3.74572
7.66748E-01	3.72339
7.66763E-01	3.70623
7.66778E-01	3.68908
7.66793E-01	3.67194
7.66808E-01	3.65933
7.66823E-01	3.64674
7.66844E-01	3.62913
7.66865E-01	3.61153
7.66886E-01	3.59938
7.66907E-01	3.58723
7.66928E-01	3.57509
7.66949E-01	3.56296
7.66970E-01	3.55479
7.66999E-01	3.54335
7.67025E-01	3.53356
7.67050E-01	3.52377
7.67058E-01	3.5205
7.67075E-01	3.5166
7.67109E-01	3.5088
7.67142E-01	3.501
7.67176E-01	3.4932
7.67209E-01	3.48541
7.67243E-01	3.47762
7.67260E-01	3.47372
7.67281E-01	3.47106
7.67323E-01	3.46574
7.67365E-01	3.46042
7.67407E-01	3.45511
7.67449E-01	3.4498
7.67512E-01	3.44183
7.67575E-01	3.43786
7.67638E-01	3.4339
7.67701E-01	3.42993
7.67765E-01	3.42597
7.67849E-01	3.42069
7.67933E-01	3.41541
7.68017E-01	3.4138
7.68101E-01	3.4122
7.68227E-01	3.40979
7.68370E-01	3.40706
7.68521E-01	3.40418
7.68538E-01	3.40386
7.68673E-01	3.40578
7.68874E-01	3.40868
7.69076E-01	3.41157
7.69143E-01	3.41254
7.69278E-01	3.41885
7.69480E-01	3.42833
7.69749E-01	3.44097
7.69782E-01	3.44385
7.70085E-01	3.46982
7.70354E-01	3.4929
7.70388E-01	3.49712
7.70691E-01	3.53505
7.70758E-01	3.54348
7.70993E-01	3.58192
7.71161E-01	3.60939
7.71296E-01	3.63725
7.71565E-01	3.69299
7.71700E-01	3.72745
7.71969E-01	3.79639
7.72103E-01	3.83784
7.72372E-01	3.92074
7.72910E-01	4.11726
7.73213E-01	4.24176
7.73549E-01	4.38008
7.73886E-01	4.51841
7.74088E-01	4.6014
7.74138E-01	4.61904
7.74390E-01	4.70725
7.74565E-01	4.76841
7.74646E-01	4.79039
7.74895E-01	4.85817
7.74928E-01	4.86488
7.75231E-01	4.92524
7.75265E-01	4.92955
7.75567E-01	4.96829
7.75601E-01	4.97014
7.76072E-01	4.99613
7.76341E-01	4.99844
7.76610E-01	4.99514
7.77014E-01	4.99019
7.77350E-01	4.98607
7.77552E-01	4.9896
7.77855E-01	4.99489
7.77888E-01	4.99548
7.78157E-01	5.0153
7.78460E-01	5.0376
7.78494E-01	5.04007
7.78763E-01	5.07783
7.78897E-01	5.0967
7.79061E-01	5.13058
7.79311E-01	5.18198
7.79356E-01	5.19505
7.79631E-01	5.27347
7.79723E-01	5.29961
7.79906E-01	5.36858
7.80135E-01	5.4548
7.80181E-01	5.47665
7.80547E-01	5.65144
7.80593E-01	5.67782
7.80959E-01	5.88894
7.81279E-01	6.09924
7.81554E-01	6.27949
7.81829E-01	6.45974
7.82081E-01	6.62496
7.82113E-01	6.64599
7.82252E-01	6.72273
7.82470E-01	6.84224
7.82561E-01	6.89255
7.82745E-01	6.97322
7.82974E-01	7.07404
7.83171E-01	7.14231
7.83544E-01	7.27192
7.83990E-01	7.39454
7.84380E-01	7.50184
7.84658E-01	7.56199
7.85048E-01	7.6462
7.85549E-01	7.72165
7.85661E-01	7.72932
7.86151E-01	7.76304
7.86218E-01	7.7637
7.86251E-01	7.76404
7.86734E-01	7.74186
7.86831E-01	7.7374
7.87194E-01	7.68692
7.87437E-01	7.65327
7.87679E-01	7.60034
7.88164E-01	7.49447
7.88406E-01	7.42644
7.89619E-01	7.0863
7.90104E-01	6.95115
7.90831E-01	6.74842
7.91558E-01	6.57295
7.92043E-01	6.45597
7.92285E-01	6.40734
7.93013E-01	6.26145
7.93255E-01	6.21283
7.93498E-01	6.17176
7.93982E-01	6.08961
7.94467E-01	6.00747
7.94952E-01	5.93856
7.95680E-01	5.83519
7.96164E-01	5.76628
7.96407E-01	5.73698
7.97134E-01	5.64909
7.97861E-01	5.56119
7.98346E-01	5.50259
7.98589E-01	5.47713
7.99316E-01	5.40075
8.00043E-01	5.32436
8.00771E-01	5.24798
8.01498E-01	5.1716
8.02225E-01	5.10316
8.02952E-01	5.03473
8.03680E-01	4.96629
8.04407E-01	4.89786
8.05134E-01	4.82942
8.05862E-01	4.76099
8.06346E-01	4.71537
8.06589E-01	4.69284
8.07316E-01	4.62526
8.08043E-01	4.55767
8.08528E-01	4.51262
8.09256E-01	4.44504
8.09741E-01	4.39998
8.10225E-01	4.35493
8.10710E-01	4.30987
8.11195E-01	4.26482
8.11438E-01	4.24229
8.11922E-01	4.19246
8.12407E-01	4.14263
8.12892E-01	4.0928
8.13377E-01	4.04298
8.13983E-01	3.98069
8.14104E-01	3.96824
8.14347E-01	3.9419
8.14710E-01	3.9024
8.15074E-01	3.86291
8.15438E-01	3.82341
8.15801E-01	3.78391
8.16165E-01	3.74442
8.16529E-01	3.70493
8.16771E-01	3.6786
8.17014E-01	3.65227
8.17256E-01	3.63037
8.17498E-01	3.60847
8.17741E-01	3.58657
8.17983E-01	3.57108
8.18226E-01	3.55559
8.18407E-01	3.54398
8.18589E-01	3.53953
8.18771E-01	3.53509
8.18907E-01	3.53176
8.18953E-01	3.53066
8.19029E-01	3.53265
8.19142E-01	3.53565
8.19256E-01	3.53864
8.19332E-01	3.54065
8.19408E-01	3.54265
8.19483E-01	3.54928
8.19559E-01	3.55592
8.19616E-01	3.5609
8.19673E-01	3.56589
8.19711E-01	3.56921
8.19730E-01	3.57229
8.19786E-01	3.58152
8.19824E-01	3.58767
8.19862E-01	3.59383
8.19896E-01	3.59937
8.19930E-01	3.60492
8.19964E-01	3.61381
8.19998E-01	3.6227
8.20033E-01	3.63159
8.20067E-01	3.6405
8.20092E-01	3.65047
8.20118E-01	3.66044
8.20144E-01	3.67082
8.20173E-01	3.68201
8.20192E-01	3.69282
8.20211E-01	3.70364
8.20230E-01	3.71447
8.20249E-01	3.7253
8.20268E-01	3.74049
8.20288E-01	3.75569
8.20305E-01	3.76931
8.20310E-01	3.77385
8.20322E-01	3.78615
8.20339E-01	3.80461
8.20356E-01	3.82307
8.20373E-01	3.84822
8.20385E-01	3.8662
8.20398E-01	3.8854
8.20405E-01	3.895
8.20411E-01	3.90819
8.20424E-01	3.93457
8.20437E-01	3.96097
8.20444E-01	3.97418
8.20450E-01	3.99218
8.20463E-01	4.02819
8.20473E-01	4.05522
8.20483E-01	4.08226
8.20493E-01	4.11766
8.20503E-01	4.15308
8.20509E-01	4.17671
8.20512E-01	4.19144
8.20522E-01	4.23564
8.20532E-01	4.27986
8.20535E-01	4.29461
8.20542E-01	4.33114
8.20551E-01	4.38595
8.20561E-01	4.44079
8.20571E-01	4.50728
8.20581E-01	4.57378
8.20587E-01	4.61814
8.20594E-01	4.66962
8.20607E-01	4.77261
8.20613E-01	4.82412
8.20633E-01	4.98901
8.20648E-01	5.11542
8.20656E-01	5.18685
8.20661E-01	5.21749
8.20673E-01	5.30932
8.20680E-01	5.35637
8.20683E-01	5.3731
8.20693E-01	5.4232
8.20699E-01	5.45655
8.20702E-01	5.46391
8.20710E-01	5.48591
8.20715E-01	5.50053
8.20718E-01	5.5028
8.20722E-01	5.50616
8.20725E-01	5.50833
8.20731E-01	5.50221
8.20739E-01	5.49554
8.20742E-01	5.48615
8.20752E-01	5.45787
8.20761E-01	5.40939
8.20772E-01	5.35839
8.20773E-01	5.34685
8.20786E-01	5.25795
8.20793E-01	5.21523
8.20804E-01	5.12914
8.20834E-01	4.89365
8.20849E-01	4.78193
8.20850E-01	4.77202
8.20862E-01	4.69178
8.20874E-01	4.61159
8.20877E-01	4.59378
8.20886E-01	4.54233
8.20898E-01	4.47624
8.20903E-01	4.44688
8.20907E-01	4.42921
8.20917E-01	4.38803
8.20926E-01	4.34687
8.20930E-01	4.32925
8.20935E-01	4.31069
8.20945E-01	4.27824
8.20954E-01	4.24582
8.20957E-01	4.23655
8.20963E-01	4.21839
8.20973E-01	4.19297
8.20983E-01	4.16394
8.20994E-01	4.14244
8.21004E-01	4.12095
8.21015E-01	4.09947
8.21023E-01	4.08338
8.21026E-01	4.07963
8.21036E-01	4.06464
8.21052E-01	4.04217
8.21063E-01	4.0272
8.21064E-01	4.02598
8.21078E-01	4.01381
8.21091E-01	4.00165
8.21104E-01	3.9895
8.21117E-01	3.97736
8.21121E-01	3.97372
8.21131E-01	3.9688
8.21151E-01	3.95828
8.21169E-01	3.9483
8.21185E-01	3.94008
8.21186E-01	3.93976
8.21203E-01	3.93569
8.21220E-01	3.93163
8.21243E-01	3.92622
8.21266E-01	3.92081
8.21281E-01	3.91716
8.21288E-01	3.91667
8.21311E-01	3.91513
8.21333E-01	3.9136
8.21345E-01	3.91284
8.21362E-01	3.91402
8.21379E-01	3.9152
8.21414E-01	3.91757
8.21448E-01	3.91994
8.21483E-01	3.92232
8.21517E-01	3.92471
8.21520E-01	3.92489
8.21552E-01	3.93058
8.21604E-01	3.93982
8.21642E-01	3.9467
8.21685E-01	3.95429
8.21727E-01	3.96189
8.21749E-01	3.96717
8.21812E-01	3.98302
8.21876E-01	3.99887
8.21961E-01	4.02001
8.22042E-01	4.0401
8.22123E-01	4.06019
8.22199E-01	4.07922
8.22251E-01	4.09302
8.22382E-01	4.12766
8.22557E-01	4.17386
8.22812E-01	4.24146
8.23067E-01	4.30907
8.23577E-01	4.4232
8.24087E-01	4.51277
8.24470E-01	4.55934
8.24683E-01	4.58521
8.24853E-01	4.59669
8.25193E-01	4.61967
8.25363E-01	4.63115
8.25533E-01	4.63463
8.25873E-01	4.6416
8.26129E-01	4.64683
8.26214E-01	4.64544
8.26554E-01	4.63991
8.26894E-01	4.63438
8.27064E-01	4.63162
8.27234E-01	4.62422
8.27574E-01	4.60944
8.27915E-01	4.59466
8.28255E-01	4.57987
8.28595E-01	4.56509
8.28935E-01	4.54629
8.29275E-01	4.52749
8.29616E-01	4.5087
8.30126E-01	4.4805
8.30636E-01	4.45231
8.31146E-01	4.42411
8.31657E-01	4.39592
8.32167E-01	4.36773
8.32677E-01	4.33954
8.33188E-01	4.31135
8.33698E-01	4.28316
8.34038E-01	4.26436
8.34378E-01	4.24872
8.35059E-01	4.21744
8.35739E-01	4.18615
8.36419E-01	4.15487
8.37100E-01	4.12358
8.37355E-01	4.11185
8.37440E-01	4.10794
8.37950E-01	4.08985
8.38631E-01	4.06572
8.39141E-01	4.04762
8.39651E-01	4.02953
8.40162E-01	4.01143
8.40672E-01	4.00014
8.41182E-01	3.98885
8.41692E-01	3.97757
8.41905E-01	3.97287
8.42224E-01	3.97051
8.42543E-01	3.96816
8.42862E-01	3.96581
8.43181E-01	3.96958
8.43500E-01	3.97334
8.43819E-01	3.97711
8.44031E-01	3.98568
8.44332E-01	3.99783
8.44527E-01	4.00569
8.44622E-01	4.0095
8.44716E-01	4.01537
8.44858E-01	4.02416
8.44876E-01	4.02526
8.44888E-01	4.026
8.44897E-01	4.02655
8.44905E-01	4.0271
8.44911E-01	4.02742
8.44911E-01	4.02721
8.44917E-01	4.02562
8.44923E-01	4.02402
8.44928E-01	4.02282
8.44932E-01	4.02163
8.44936E-01	4.02044
8.44941E-01	4.01924
8.44945E-01	4.01805
8.44950E-01	4.01686
8.44954E-01	4.01568
8.44959E-01	4.01449
8.44960E-01	4.01401
8.44963E-01	4.01159
8.44967E-01	4.00753
8.44972E-01	4.00347
8.44976E-01	3.99941
8.44982E-01	3.99399
8.44988E-01	3.98858
8.45000E-01	3.97777
8.45012E-01	3.96711
8.45020E-01	3.95911
8.45026E-01	3.95378
8.45032E-01	3.94844
8.45035E-01	3.94554
8.45038E-01	3.94458
8.45044E-01	3.94246
8.45050E-01	3.94033
8.45058E-01	3.93715
8.45067E-01	3.93395
8.45073E-01	3.9319
8.45076E-01	3.93175
8.45085E-01	3.9313
8.45087E-01	3.93158
8.45105E-01	3.93372
8.45140E-01	3.93799
8.45186E-01	3.94369
8.48000E-01	4.28771
8.49000E-01	4.64247
8.50000E-01	5.27469
8.50500E-01	5.67022
8.51000E-01	5.97856
8.51375E-01	6.02449
8.51500E-01	6.02762
8.51922E-01	5.83188
8.52063E-01	5.74857
8.53000E-01	5.07524
8.54000E-01	4.61723
8.55000E-01	4.42179
8.56000E-01	4.40163
8.56984E-01	4.54239
8.59000E-01	5.17181
8.59375E-01	5.1525
8.59500E-01	5.13956
8.60000E-01	4.97058
8.61000E-01	4.54225
8.62000E-01	4.25053
8.63000E-01	4.11461
8.64000E-01	4.08079
8.64500E-01	4.14929
8.65000E-01	4.27734
8.65094E-01	4.25701
8.65984E-01	3.97548
8.66125E-01	3.96094
8.68000E-01	3.85588
8.70000E-01	3.8518
8.72000E-01	3.947
8.74000E-01	4.16582
8.75292E-01	4.37173
8.76000E-01	4.4848
8.77000E-01	4.57076
8.77937E-01	4.52505
8.78250E-01	4.47725
8.82000E-01	3.80737
8.85000E-01	3.52277
8.90000E-01	3.28625
8.95000E-01	3.12521
9.00000E-01	3.02894
9.05000E-01	2.91368
9.08000E-01	2.78663
9.10000E-01	2.65756
9.12000E-01	2.47547
9.14000E-01	2.23083
9.15000E-01	2.15851
9.15500E-01	2.16746
9.16000E-01	2.22073
9.16500E-01	2.32553
9.17000E-01	2.47611
9.18000E-01	2.84254
9.19000E-01	3.12151
9.20000E-01	3.19342
9.21000E-01	3.11118
9.22000E-01	2.97966
9.24000E-01	2.79349
9.25000E-01	2.78898
9.26000E-01	2.84452
9.27000E-01	2.9907
9.28000E-01	3.23981
9.29000E-01	3.65537
9.30000E-01	4.20749
9.30375E-01	4.34149
9.30500E-01	4.37828
9.30750E-01	4.3715
9.31000E-01	4.35184
9.31375E-01	4.19975
9.31500E-01	4.14449
9.32000E-01	3.86224
9.33000E-01	3.36586
9.34000E-01	3.03793
9.36000E-01	2.61294
9.37000E-01	2.45733
9.38000E-01	2.38103
9.39000E-01	2.42463
9.40000E-01	2.56443
9.42000E-01	2.89625
9.44000E-01	3.13967
9.46000E-01	3.22589
9.50500E-01	3.1209
9.55000E-01	2.9942
9.64000E-01	2.8463
9.66000E-01	2.84847
9.68000E-01	2.90651
9.69000E-01	3.02461
9.69375E-01	3.12326
9.69500E-01	3.16096
9.69875E-01	3.34526
9.70000E-01	3.41155
9.70450E-01	3.7275
9.70600E-01	3.8276
9.70750E-01	3.88304
9.70825E-01	3.89414
9.70950E-01	3.87971
9.71000E-01	3.86708
9.71150E-01	3.7925
9.71300E-01	3.69264
9.71500E-01	3.54848
9.71800E-01	3.3696
9.72000E-01	3.25665
9.72375E-01	3.1335
9.72500E-01	3.0967
9.73000E-01	3.0169
9.74000E-01	2.96965
9.75953E-01	3.06498
9.76188E-01	3.09538
9.79000E-01	3.51955
9.80000E-01	3.58519
9.81000E-01	3.48939
9.84000E-01	2.9194
9.86000E-01	2.70002
9.90000E-01	2.49744
9.95000E-01	2.37341
1.00000E+00	2.36756
1.00500E+00	2.52371
1.01000E+00	2.88434
1.01600E+00	3.4336
1.01800E+00	3.57028
1.02000E+00	3.62506
1.02400E+00	3.52274
1.02500E+00	3.53905
1.02600E+00	3.61182
1.02650E+00	3.5866
1.02800E+00	3.22936
1.02900E+00	3.06538
1.03200E+00	2.80777
1.03400E+00	2.61147
1.03600E+00	2.46861
1.03797E+00	2.50613
1.03816E+00	2.52756
1.03900E+00	2.64563
1.04000E+00	2.8754
1.04200E+00	3.49069
1.04300E+00	3.72438
