E(MeV)	"ENDF/B-VIII.b5: SE-80(N,TOT)"
1.46508E+01	3.76142
1.46575E+01	3.76061
1.46585E+01	3.76049
1.46618E+01	3.76009
1.46760E+01	3.75837
1.46863E+01	3.75712
1.46872E+01	3.75701
1.46890E+01	3.7568
1.46892E+01	3.75677
1.46940E+01	3.75619
1.47016E+01	3.75528
1.47115E+01	3.75409
1.47133E+01	3.75388
1.47233E+01	3.75268
1.47242E+01	3.75257
1.47387E+01	3.75083
1.47394E+01	3.75075
1.47435E+01	3.75026
1.47439E+01	3.75022
1.47530E+01	3.74912
1.47535E+01	3.74906
1.47656E+01	3.74762
1.47777E+01	3.74617
1.47804E+01	3.74584
1.47833E+01	3.7455
1.47871E+01	3.74504
1.47901E+01	3.74468
1.47938E+01	3.74423
1.48052E+01	3.74286
1.48056E+01	3.74282
1.48069E+01	3.74266
1.48123E+01	3.74202
1.48207E+01	3.74101
1.48250E+01	3.74049
1.48291E+01	3.74
1.48348E+01	3.73932
1.48438E+01	3.73824
1.48502E+01	3.73748
1.48552E+01	3.73688
1.48590E+01	3.73642
1.48670E+01	3.73547
1.48694E+01	3.73518
1.48703E+01	3.73508
1.48818E+01	3.7337
1.48880E+01	3.73295
1.49020E+01	3.73102
1.49143E+01	3.72932
1.49160E+01	3.72908
1.49265E+01	3.72762
1.49297E+01	3.72719
1.49370E+01	3.72617
1.49426E+01	3.7254
1.49439E+01	3.72521
1.49515E+01	3.72424
1.49528E+01	3.72408
1.49569E+01	3.72354
1.49685E+01	3.72205
1.49723E+01	3.72156
1.49790E+01	3.7207
1.49843E+01	3.72003
1.49862E+01	3.71978
1.50000E+01	3.718
1.50233E+01	3.71549
1.50461E+01	3.71303
1.50464E+01	3.71301
1.50625E+01	3.71127
1.50684E+01	3.71064
1.50902E+01	3.7083
1.50909E+01	3.70822
1.51114E+01	3.70602
1.51211E+01	3.70497
1.51321E+01	3.70378
1.51330E+01	3.70369
1.51524E+01	3.7016
1.51547E+01	3.70135
1.51624E+01	3.70052
1.51722E+01	3.69947
1.51734E+01	3.69934
1.51760E+01	3.69906
1.51915E+01	3.6974
1.52104E+01	3.69537
1.52118E+01	3.69522
1.52243E+01	3.69387
1.52275E+01	3.69352
1.52288E+01	3.69339
1.52468E+01	3.69145
1.52485E+01	3.69126
1.52500E+01	3.69111
1.52702E+01	3.68896
1.52728E+01	3.68869
1.52758E+01	3.68836
1.52930E+01	3.68654
1.52955E+01	3.68627
1.53151E+01	3.68419
1.53182E+01	3.68386
1.53365E+01	3.68191
1.53395E+01	3.68159
1.53423E+01	3.6813
1.53572E+01	3.67971
1.53608E+01	3.67933
1.53685E+01	3.67851
1.53764E+01	3.67768
1.53773E+01	3.67758
1.53808E+01	3.67721
1.53968E+01	3.67551
1.54008E+01	3.67508
1.54033E+01	3.67482
1.54156E+01	3.67351
1.54195E+01	3.67309
1.54339E+01	3.67157
1.54382E+01	3.67111
1.54516E+01	3.66969
1.54558E+01	3.66924
1.54581E+01	3.669
1.54687E+01	3.66787
1.54853E+01	3.66611
1.54903E+01	3.66558
1.54919E+01	3.66541
1.55063E+01	3.66389
1.55078E+01	3.66372
1.55083E+01	3.66367
1.55093E+01	3.66356
1.55321E+01	3.66118
1.55371E+01	3.66065
1.55516E+01	3.65913
1.55539E+01	3.65889
1.55698E+01	3.65723
1.55702E+01	3.65718
1.55746E+01	3.65672
1.55801E+01	3.65615
1.55854E+01	3.65559
1.55932E+01	3.65477
1.55944E+01	3.65464
1.56132E+01	3.65267
1.56186E+01	3.65211
1.56236E+01	3.65159
1.56309E+01	3.65082
1.56313E+01	3.65078
1.56543E+01	3.64837
1.56663E+01	3.64712
1.56706E+01	3.64666
1.56759E+01	3.64611
1.56770E+01	3.64599
1.56836E+01	3.6453
1.56962E+01	3.644
1.57080E+01	3.64277
1.57105E+01	3.64251
1.57152E+01	3.64202
1.57174E+01	3.64179
1.57310E+01	3.64037
1.57330E+01	3.64017
1.57439E+01	3.63903
1.57445E+01	3.63897
1.57575E+01	3.63763
1.57692E+01	3.63641
1.57800E+01	3.6353
1.57891E+01	3.63436
1.57904E+01	3.63422
1.57940E+01	3.63385
1.57981E+01	3.63344
1.58002E+01	3.63322
1.58052E+01	3.6327
1.58187E+01	3.63132
1.58288E+01	3.63028
1.58414E+01	3.62899
1.58455E+01	3.62856
1.58486E+01	3.62826
1.58554E+01	3.62755
1.58612E+01	3.62696
1.58716E+01	3.62589
1.58785E+01	3.62518
1.58945E+01	3.62354
1.59004E+01	3.62294
1.59006E+01	3.62292
1.59007E+01	3.62291
1.59037E+01	3.6226
1.59186E+01	3.62108
1.59321E+01	3.6197
1.59361E+01	3.6193
1.59390E+01	3.61901
1.59519E+01	3.61769
1.59608E+01	3.61679
1.59669E+01	3.61616
1.59787E+01	3.61496
1.59804E+01	3.61479
1.60000E+01	3.61279
1.60312E+01	3.60905
1.60615E+01	3.60543
1.60625E+01	3.60532
1.60909E+01	3.60193
1.60918E+01	3.60182
1.61193E+01	3.59853
1.61211E+01	3.59831
1.61601E+01	3.59365
1.61760E+01	3.59175
1.61993E+01	3.58898
1.62018E+01	3.58868
1.62257E+01	3.58582
1.62364E+01	3.58454
1.62500E+01	3.58292
1.62517E+01	3.58273
1.62720E+01	3.58032
1.62758E+01	3.57987
1.63058E+01	3.57632
1.63211E+01	3.57451
1.63382E+01	3.57249
1.63423E+01	3.572
1.63689E+01	3.56885
1.63834E+01	3.56714
1.63983E+01	3.56537
1.64033E+01	3.56478
1.64059E+01	3.56447
1.64359E+01	3.56093
1.64406E+01	3.56038
1.64546E+01	3.55871
1.64712E+01	3.55676
1.64779E+01	3.55597
1.64781E+01	3.55594
1.64802E+01	3.5557
1.65042E+01	3.55286
1.65105E+01	3.55212
1.65352E+01	3.5492
1.65431E+01	3.54826
1.65452E+01	3.54803
1.65642E+01	3.54578
1.65717E+01	3.5449
1.66002E+01	3.54153
1.66047E+01	3.54101
1.66250E+01	3.53861
1.66252E+01	3.53859
1.66286E+01	3.5382
1.66409E+01	3.53675
1.66721E+01	3.53312
1.66742E+01	3.53287
1.66868E+01	3.5314
1.66926E+01	3.53073
1.66946E+01	3.53049
1.67156E+01	3.52804
1.67322E+01	3.52611
1.67328E+01	3.52604
1.67443E+01	3.5247
1.67489E+01	3.52421
1.67662E+01	3.52238
1.67867E+01	3.52021
1.67954E+01	3.51928
1.67991E+01	3.51889
1.68117E+01	3.51756
1.68322E+01	3.51539
1.68461E+01	3.51392
1.68629E+01	3.51214
1.68709E+01	3.5113
1.68790E+01	3.51044
1.68972E+01	3.50851
1.69222E+01	3.50587
1.69229E+01	3.5058
1.69314E+01	3.5049
1.69354E+01	3.50447
1.69395E+01	3.50405
1.69615E+01	3.50173
1.69706E+01	3.50077
1.69805E+01	3.49973
1.70000E+01	3.49769
1.70476E+01	3.49261
1.70713E+01	3.49007
1.70951E+01	3.48753
1.71517E+01	3.48156
1.71782E+01	3.47876
1.72047E+01	3.47596
1.72082E+01	3.47559
1.72342E+01	3.47285
1.72398E+01	3.47226
1.72544E+01	3.47072
1.73010E+01	3.46581
1.73072E+01	3.46516
1.73363E+01	3.4621
1.73476E+01	3.46091
1.73652E+01	3.45906
1.73938E+01	3.45605
1.74240E+01	3.45287
1.74291E+01	3.45233
1.74317E+01	3.45207
1.74769E+01	3.44732
1.74831E+01	3.44667
1.75027E+01	3.44461
1.75039E+01	3.44449
1.75254E+01	3.44223
1.75338E+01	3.44135
1.75359E+01	3.44113
1.75809E+01	3.43642
1.75847E+01	3.43602
1.75921E+01	3.43525
1.75939E+01	3.43506
1.76366E+01	3.43059
1.76519E+01	3.42899
1.76941E+01	3.42459
1.76954E+01	3.42445
1.77019E+01	3.42377
1.77297E+01	3.42087
1.77502E+01	3.41873
1.77566E+01	3.41807
1.77716E+01	3.41651
1.77738E+01	3.41628
1.77992E+01	3.41364
1.78042E+01	3.41312
1.78174E+01	3.41175
1.78289E+01	3.41056
1.78709E+01	3.40622
1.78802E+01	3.40526
1.79021E+01	3.40299
1.79230E+01	3.40084
1.79570E+01	3.39733
1.79743E+01	3.39554
1.79799E+01	3.39497
1.80000E+01	3.39289
1.80773E+01	3.38213
1.81352E+01	3.37407
1.81546E+01	3.37138
1.81932E+01	3.36601
1.82222E+01	3.36199
1.82511E+01	3.35796
1.82539E+01	3.35757
1.83091E+01	3.34992
1.83955E+01	3.33847
1.84332E+01	3.33346
1.84710E+01	3.32846
1.84804E+01	3.32721
1.84818E+01	3.32703
1.85041E+01	3.32408
1.85115E+01	3.32311
1.85372E+01	3.31971
1.85674E+01	3.31571
1.85950E+01	3.31206
1.86033E+01	3.31097
1.86529E+01	3.30443
1.86599E+01	3.30349
1.86963E+01	3.2987
1.87450E+01	3.29228
1.87726E+01	3.28864
1.87768E+01	3.28809
1.88007E+01	3.28495
1.88294E+01	3.28118
1.88543E+01	3.2779
1.88719E+01	3.27559
1.89150E+01	3.26992
1.89256E+01	3.26853
1.89573E+01	3.26437
1.89737E+01	3.26223
1.89893E+01	3.26019
1.90000E+01	3.25879
1.90167E+01	3.25629
1.90334E+01	3.25381
1.90938E+01	3.24634
1.91542E+01	3.23888
1.92071E+01	3.23235
1.92599E+01	3.22583
1.92681E+01	3.22483
1.93019E+01	3.22066
1.93443E+01	3.21544
1.93525E+01	3.21443
1.93657E+01	3.21281
1.93929E+01	3.20945
1.94450E+01	3.20306
1.95042E+01	3.19578
1.95143E+01	3.19453
1.95399E+01	3.1914
1.95742E+01	3.18719
1.95922E+01	3.18498
1.96282E+01	3.18058
1.96432E+01	3.17874
1.96694E+01	3.17553
1.96878E+01	3.17328
1.97560E+01	3.16494
1.97961E+01	3.16004
1.98156E+01	3.15766
1.98216E+01	3.15693
1.98439E+01	3.15421
1.98504E+01	3.15342
1.98954E+01	3.14793
1.99168E+01	3.14533
2.00000E+01	3.1352
