MeV	"I-127(N,EL)I-127-L0"
2.61073E-03	5.20991
2.61162E-03	5.12985
2.61312E-03	5.03583
2.61486E-03	4.96043
2.61708E-03	4.89423
2.62028E-03	4.82663
2.62362E-03	4.76423
2.63376E-03	4.63022
2.63490E-03	4.62244
2.63672E-03	4.64052
2.63763E-03	4.62212
2.63913E-03	4.56645
2.64690E-03	4.42761
2.64953E-03	4.3567
2.65145E-03	4.28518
2.65293E-03	4.20976
2.65418E-03	4.12007
2.65490E-03	4.04965
2.65551E-03	3.97321
2.65627E-03	3.84712
2.65674E-03	3.76932
2.65700E-03	3.74529
2.65705E-03	3.7443
2.65721E-03	3.75288
2.65737E-03	3.78466
2.65747E-03	3.82309
2.65758E-03	3.8788
2.65769E-03	3.96499
2.65778E-03	4.04917
2.65787E-03	4.15238
2.65796E-03	4.27664
2.65804E-03	4.42387
2.65813E-03	4.59591
2.65822E-03	4.79422
2.65831E-03	5.02004
2.65839E-03	5.27412
2.65848E-03	5.5568
2.65859E-03	5.94209
2.65870E-03	6.40933
2.65882E-03	6.92033
2.65895E-03	7.5441
2.65923E-03	8.90969
2.65941E-03	9.84044
2.65956E-03	10.5215
2.65969E-03	11.0892
2.65982E-03	11.5308
2.65993E-03	11.8595
2.66004E-03	12.105
2.66015E-03	12.2775
2.66026E-03	12.357
2.66032E-03	12.3663
2.66044E-03	12.3137
2.66056E-03	12.1699
2.66069E-03	11.9113
2.66083E-03	11.5438
2.66097E-03	11.0991
2.66112E-03	10.539
2.66158E-03	8.80525
2.66173E-03	8.2451
2.66191E-03	7.68042
2.66203E-03	7.34305
2.66214E-03	7.03863
2.66228E-03	6.71657
2.66242E-03	6.43974
2.66256E-03	6.20456
2.66270E-03	6.00657
2.66288E-03	5.80394
2.66305E-03	5.6424
2.66317E-03	5.5532
2.66340E-03	5.40909
2.66363E-03	5.29869
2.66398E-03	5.1743
2.66432E-03	5.07805
2.66510E-03	4.91059
2.66564E-03	4.81851
2.66598E-03	4.77897
2.66631E-03	4.76418
2.66662E-03	4.78107
2.66687E-03	4.82108
2.66715E-03	4.89141
2.66767E-03	5.07512
2.66809E-03	5.21144
2.66839E-03	5.27582
2.66865E-03	5.29852
2.66873E-03	5.29869
2.66898E-03	5.28152
2.66928E-03	5.23094
2.67002E-03	5.05422
2.67056E-03	4.94518
2.67117E-03	4.86411
2.67184E-03	4.81392
2.67222E-03	4.80191
2.67261E-03	4.80746
2.67292E-03	4.82982
2.67323E-03	4.87222
2.67367E-03	4.96895
2.67438E-03	5.15708
2.67470E-03	5.21021
2.67492E-03	5.22359
2.67520E-03	5.20706
2.67545E-03	5.16213
2.67576E-03	5.07659
2.67647E-03	4.84242
2.67687E-03	4.73632
2.67728E-03	4.66461
2.67766E-03	4.62289
2.67824E-03	4.5891
2.68009E-03	4.53939
2.68696E-03	4.38216
2.68973E-03	4.29546
2.69143E-03	4.21914
2.69268E-03	4.13869
2.69334E-03	4.07964
2.69401E-03	4.00205
2.69494E-03	3.87234
2.69515E-03	3.85612
2.69526E-03	3.85395
2.69546E-03	3.86789
2.69562E-03	3.90059
2.69579E-03	3.9642
2.69590E-03	4.02927
2.69601E-03	4.11484
2.69613E-03	4.22343
2.69623E-03	4.34404
2.69634E-03	4.48689
2.69644E-03	4.6529
2.69654E-03	4.84239
2.69666E-03	5.08327
2.69678E-03	5.35182
2.69693E-03	5.72573
2.69714E-03	6.30435
2.69747E-03	7.25814
2.69765E-03	7.73355
2.69780E-03	8.08327
2.69794E-03	8.35267
2.69805E-03	8.52105
2.69818E-03	8.65452
2.69831E-03	8.72958
2.69841E-03	8.74157
2.69853E-03	8.70967
2.69865E-03	8.62586
2.69877E-03	8.49185
2.69890E-03	8.31632
2.69905E-03	8.05485
2.69930E-03	7.5693
2.69968E-03	6.78644
2.69989E-03	6.40327
2.70007E-03	6.1158
2.70021E-03	5.90847
2.70036E-03	5.7279
2.70050E-03	5.57289
2.70068E-03	5.41594
2.70089E-03	5.26912
2.70110E-03	5.15539
2.70130E-03	5.0671
2.70162E-03	4.9686
2.70203E-03	4.87719
2.70264E-03	4.78738
2.70343E-03	4.70638
2.70465E-03	4.61948
2.70619E-03	4.54307
2.70831E-03	4.46552
2.71230E-03	4.35373
2.71928E-03	4.17487
2.72002E-03	4.16778
2.72158E-03	4.19657
2.72215E-03	4.1832
2.72279E-03	4.13466
2.72384E-03	4.03566
2.72457E-03	3.98399
2.72666E-03	3.86293
2.72802E-03	3.76342
2.72906E-03	3.66515
2.72992E-03	3.55786
2.73045E-03	3.47595
2.73098E-03	3.37747
2.73168E-03	3.2346
2.73191E-03	3.20131
2.73211E-03	3.19239
2.73226E-03	3.20494
2.73241E-03	3.24121
2.73251E-03	3.28239
2.73261E-03	3.34017
2.73271E-03	3.41726
2.73279E-03	3.50362
2.73288E-03	3.60916
2.73297E-03	3.73582
2.73306E-03	3.88535
2.73315E-03	4.05936
2.73323E-03	4.24854
2.73331E-03	4.45593
2.73339E-03	4.6866
2.73347E-03	4.94075
2.73355E-03	5.21796
2.73365E-03	5.57886
2.73378E-03	6.10361
2.73391E-03	6.67254
2.73411E-03	7.60192
2.73434E-03	8.74881
2.73450E-03	9.45353
2.73461E-03	9.93405
2.73475E-03	10.4216
2.73487E-03	10.8028
2.73498E-03	11.0761
2.73509E-03	11.262
2.73519E-03	11.3647
2.73530E-03	11.4046
2.73539E-03	11.3771
2.73548E-03	11.2961
2.73560E-03	11.1145
2.73569E-03	10.9171
2.73583E-03	10.5431
2.73597E-03	10.0935
2.73615E-03	9.46336
2.73653E-03	8.0105
2.73668E-03	7.45741
2.73679E-03	7.09436
2.73691E-03	6.74346
2.73702E-03	6.43395
2.73714E-03	6.17079
2.73723E-03	6.00247
2.73732E-03	5.85981
2.73741E-03	5.75441
2.73751E-03	5.68823
2.73760E-03	5.66318
2.73761E-03	5.663
2.73770E-03	5.68115
2.73776E-03	5.72243
2.73783E-03	5.78823
2.73790E-03	5.87923
2.73797E-03	5.99602
2.73804E-03	6.13915
2.73811E-03	6.309
2.73817E-03	6.50589
2.73827E-03	6.82321
2.73835E-03	7.12688
2.73843E-03	7.46579
2.73851E-03	7.83877
2.73861E-03	8.3862
2.73874E-03	9.11922
2.73889E-03	10.0601
2.73912E-03	11.6086
2.73935E-03	13.1939
2.73948E-03	13.9923
2.73962E-03	14.7734
2.73974E-03	15.3262
2.73984E-03	15.7455
2.73996E-03	16.0863
2.74005E-03	16.2793
2.74016E-03	16.3976
2.74022E-03	16.4149
2.74033E-03	16.3508
2.74042E-03	16.2098
2.74052E-03	15.9747
2.74061E-03	15.712
2.74071E-03	15.3227
2.74082E-03	14.8361
2.74099E-03	13.944
2.74122E-03	12.6205
2.74153E-03	10.8444
2.74169E-03	9.95095
2.74182E-03	9.31976
2.74194E-03	8.74242
2.74207E-03	8.22254
2.74217E-03	7.85499
2.74228E-03	7.49442
2.74238E-03	7.17427
2.74249E-03	6.89216
2.74260E-03	6.6451
2.74271E-03	6.42988
2.74283E-03	6.2201
2.74295E-03	6.042
2.74307E-03	5.89094
2.74326E-03	5.70588
2.74344E-03	5.55983
2.74369E-03	5.40898
2.74397E-03	5.27488
2.74426E-03	5.17073
2.74469E-03	5.04828
2.74530E-03	4.91611
2.74576E-03	4.83397
2.74668E-03	4.69872
2.74783E-03	4.56163
2.75146E-03	4.19466
2.75253E-03	4.06885
2.75334E-03	3.95428
2.75454E-03	3.75044
2.75481E-03	3.72546
2.75488E-03	3.72404
2.75508E-03	3.73811
2.75521E-03	3.76831
2.75535E-03	3.82139
2.75545E-03	3.87999
2.75555E-03	3.95793
2.75565E-03	4.05834
2.75575E-03	4.18444
2.75585E-03	4.33952
2.75595E-03	4.52664
2.75605E-03	4.74872
2.75615E-03	5.0082
2.75625E-03	5.30698
2.75633E-03	5.58444
2.75643E-03	5.95197
2.75653E-03	6.35835
2.75663E-03	6.80175
2.75675E-03	7.39319
2.75690E-03	8.14998
2.75719E-03	9.7472
2.75736E-03	10.7385
2.75750E-03	11.4128
2.75761E-03	11.9694
2.75773E-03	12.4705
2.75785E-03	12.8753
2.75795E-03	13.1423
2.75806E-03	13.3557
2.75817E-03	13.4767
2.75825E-03	13.5091
2.75833E-03	13.488
2.75843E-03	13.395
2.75853E-03	13.2306
2.75866E-03	12.9171
2.75877E-03	12.5883
2.75893E-03	11.9969
2.75909E-03	11.3213
2.75954E-03	9.29145
2.75971E-03	8.59197
2.75988E-03	7.95397
2.76001E-03	7.49135
2.76014E-03	7.07911
2.76028E-03	6.71723
2.76041E-03	6.40374
2.76054E-03	6.14133
2.76067E-03	5.91759
2.76080E-03	5.728
2.76094E-03	5.568
2.76111E-03	5.3931
2.76131E-03	5.23454
2.76151E-03	5.11074
2.76178E-03	4.9835
2.76205E-03	4.88507
2.76253E-03	4.75016
2.76288E-03	4.67228
2.76358E-03	4.54235
2.76595E-03	4.17009
2.76707E-03	3.97574
2.76736E-03	3.94368
2.76752E-03	3.93809
2.76771E-03	3.94964
2.76789E-03	3.98251
2.76806E-03	4.04256
2.76820E-03	4.1115
2.76834E-03	4.2096
2.76849E-03	4.33452
2.76862E-03	4.47586
2.76871E-03	4.57907
2.76888E-03	4.81231
2.76907E-03	5.10316
2.76953E-03	5.86295
2.76973E-03	6.14993
2.76990E-03	6.3694
2.77005E-03	6.51948
2.77020E-03	6.62521
2.77034E-03	6.67643
2.77045E-03	6.68633
2.77054E-03	6.67549
2.77069E-03	6.61844
2.77086E-03	6.50561
2.77108E-03	6.30576
2.77133E-03	6.01862
2.77179E-03	5.44712
2.77207E-03	5.14359
2.77226E-03	4.97171
2.77244E-03	4.82243
2.77262E-03	4.69458
2.77282E-03	4.58048
2.77310E-03	4.44108
2.77339E-03	4.32908
2.77382E-03	4.19183
2.77446E-03	4.01552
2.77488E-03	3.91559
2.77519E-03	3.86449
2.77537E-03	3.8545
2.77556E-03	3.8678
2.77571E-03	3.90438
2.77587E-03	3.97072
2.77597E-03	4.03462
2.77608E-03	4.11637
2.77618E-03	4.21762
2.77628E-03	4.33971
2.77638E-03	4.47979
2.77648E-03	4.63673
2.77658E-03	4.81381
2.77673E-03	5.11579
2.77687E-03	5.43091
2.77701E-03	5.77395
2.77747E-03	7.00968
2.77766E-03	7.47907
2.77782E-03	7.82021
2.77796E-03	8.07088
2.77809E-03	8.23424
2.77822E-03	8.34934
2.77835E-03	8.39968
2.77840E-03	8.40395
2.77850E-03	8.38352
2.77862E-03	8.31359
2.77875E-03	8.19475
2.77889E-03	8.01636
2.77901E-03	7.82328
2.77924E-03	7.40098
2.77973E-03	6.43163
2.77994E-03	6.05846
2.78009E-03	5.81251
2.78024E-03	5.60111
2.78039E-03	5.41571
2.78053E-03	5.25529
2.78073E-03	5.07671
2.78093E-03	4.92951
2.78114E-03	4.8092
2.78135E-03	4.71291
2.78166E-03	4.60068
2.78203E-03	4.4994
2.78241E-03	4.41901
2.78315E-03	4.29062
2.78439E-03	4.11994
2.78748E-03	3.74162
2.78872E-03	3.57453
2.78964E-03	3.43402
2.79057E-03	3.27621
2.79212E-03	2.98245
2.79250E-03	2.92269
2.79273E-03	2.90337
2.79281E-03	2.90189
2.79297E-03	2.90994
2.79309E-03	2.9306
2.79323E-03	2.97497
2.79332E-03	3.02088
2.79341E-03	3.08343
2.79351E-03	3.16636
2.79358E-03	3.24455
2.79365E-03	3.33879
2.79372E-03	3.45147
2.79379E-03	3.58523
2.79384E-03	3.70943
2.79390E-03	3.85063
2.79395E-03	4.01062
2.79401E-03	4.19125
2.79406E-03	4.39459
2.79412E-03	4.6227
2.79417E-03	4.87786
2.79423E-03	5.16235
2.79428E-03	5.45116
2.79433E-03	5.76858
2.79438E-03	6.11673
2.79443E-03	6.49757
2.79449E-03	6.91328
2.79454E-03	7.36587
2.79459E-03	7.85751
2.79464E-03	8.39007
2.79469E-03	8.96592
2.79474E-03	9.58665
2.79481E-03	10.4449
2.79487E-03	11.3364
2.79493E-03	12.3029
2.79499E-03	13.3469
2.79505E-03	14.4704
2.79511E-03	15.6749
2.79518E-03	16.9612
2.79524E-03	18.3295
2.79532E-03	20.3057
2.79540E-03	22.3051
2.79548E-03	24.4276
2.79558E-03	27.4357
2.79569E-03	30.6218
2.79585E-03	35.6583
2.79621E-03	47.5533
2.79636E-03	52.1402
2.79649E-03	55.7661
2.79659E-03	58.4904
2.79669E-03	60.5368
2.79678E-03	62.1788
2.79688E-03	63.6639
2.79697E-03	64.6246
2.79705E-03	65.1643
2.79716E-03	65.4381
2.79724E-03	65.2839
2.79735E-03	64.6618
2.79746E-03	63.4587
2.79755E-03	62.1637
2.79764E-03	60.4918
2.79774E-03	58.4328
2.79784E-03	56.0825
2.79799E-03	52.1187
2.79821E-03	46.0742
2.79846E-03	38.8075
2.79861E-03	34.5385
2.79874E-03	31.325
2.79883E-03	29.0599
2.79892E-03	26.9316
2.79902E-03	24.9486
2.79911E-03	23.1142
2.79920E-03	21.4293
2.79929E-03	19.8914
2.79936E-03	18.8204
2.79944E-03	17.714
2.79952E-03	16.7026
2.79960E-03	15.7811
2.79968E-03	14.9437
2.79976E-03	14.1848
2.79984E-03	13.4985
2.79992E-03	12.8788
2.80001E-03	12.2044
2.80010E-03	11.6747
2.80018E-03	11.2018
2.80030E-03	10.6486
2.80041E-03	10.172
2.80052E-03	9.75996
2.80064E-03	9.40244
2.80075E-03	9.09057
2.80086E-03	8.81697
2.80101E-03	8.50244
2.80117E-03	8.23253
2.80139E-03	7.89185
2.80162E-03	7.60894
2.80177E-03	7.44471
2.80207E-03	7.16064
2.80238E-03	6.916
2.80269E-03	6.70645
2.80315E-03	6.44072
2.80360E-03	6.22472
2.80419E-03	5.98497
2.80477E-03	5.77998
2.80566E-03	5.51463
2.80769E-03	4.96862
2.80883E-03	4.65045
2.80904E-03	4.61055
2.80926E-03	4.59561
2.80942E-03	4.60981
2.80959E-03	4.65454
2.80969E-03	4.70579
2.80981E-03	4.78686
2.80993E-03	4.89713
2.81005E-03	5.04039
2.81017E-03	5.21998
2.81028E-03	5.4149
2.81039E-03	5.64266
2.81050E-03	5.90373
2.81061E-03	6.19751
2.81072E-03	6.54517
2.81084E-03	6.92466
2.81102E-03	7.59551
2.81142E-03	9.09237
2.81161E-03	9.75201
2.81176E-03	10.2254
2.81190E-03	10.5687
2.81202E-03	10.818
2.81213E-03	10.9758
2.81225E-03	11.0772
2.81236E-03	11.1109
2.81248E-03	11.0786
2.81261E-03	10.9626
2.81275E-03	10.7578
2.81289E-03	10.4728
2.81304E-03	10.1282
2.81322E-03	9.64721
2.81361E-03	8.51087
2.81383E-03	7.92504
2.81401E-03	7.48585
2.81419E-03	7.10031
2.81436E-03	6.78074
2.81452E-03	6.52852
2.81469E-03	6.31632
2.81485E-03	6.1394
2.81506E-03	5.94945
2.81529E-03	5.79386
2.81553E-03	5.6668
2.81589E-03	5.52365
2.81636E-03	5.38798
2.81705E-03	5.24161
2.81796E-03	5.0925
2.81900E-03	4.9545
2.82262E-03	4.54633
2.82372E-03	4.4076
2.82460E-03	4.27621
2.82526E-03	4.15761
2.82642E-03	3.91509
2.82663E-03	3.88727
2.82679E-03	3.88052
2.82694E-03	3.89249
2.82708E-03	3.92827
2.82718E-03	3.96951
2.82727E-03	4.02803
2.82737E-03	4.10708
2.82747E-03	4.2102
2.82757E-03	4.35171
2.82767E-03	4.53002
2.82774E-03	4.67176
2.82781E-03	4.83351
2.82788E-03	5.01661
2.82795E-03	5.22241
2.82802E-03	5.45207
2.82810E-03	5.75056
2.82818E-03	6.08406
2.82826E-03	6.4536
2.82834E-03	6.85958
2.82842E-03	7.30198
2.82849E-03	7.75027
2.82859E-03	8.37353
2.82869E-03	9.04347
2.82883E-03	10.1234
2.82900E-03	11.4286
2.82932E-03	14.0483
2.82948E-03	15.1997
2.82959E-03	15.9969
2.82971E-03	16.6999
2.82983E-03	17.2895
2.82993E-03	17.7042
2.83002E-03	17.9647
2.83012E-03	18.1792
2.83024E-03	18.2659
2.83033E-03	18.2343
2.83045E-03	18.0559
2.83055E-03	17.8023
2.83065E-03	17.4455
2.83075E-03	17.0037
2.83086E-03	16.4445
2.83102E-03	15.4831
2.83124E-03	14.0912
2.83155E-03	12.0841
2.83172E-03	11.0107
2.83185E-03	10.3084
2.83197E-03	9.6634
2.83209E-03	9.07991
2.83220E-03	8.64152
2.83230E-03	8.24624
2.83240E-03	7.89252
2.83251E-03	7.5782
2.83261E-03	7.3005
2.83270E-03	7.08715
2.83281E-03	6.85613
2.83292E-03	6.6563
2.83308E-03	6.40665
2.83325E-03	6.2065
2.83341E-03	6.04539
2.83359E-03	5.90476
2.83380E-03	5.77512
2.83408E-03	5.64031
2.83449E-03	5.48916
2.83496E-03	5.36056
2.83562E-03	5.22165
2.83650E-03	5.08039
2.83760E-03	4.94363
2.83882E-03	4.82101
2.84083E-03	4.65139
2.84430E-03	4.37155
2.84538E-03	4.26815
2.84631E-03	4.16409
2.84706E-03	4.05965
2.84744E-03	3.99829
2.84853E-03	3.80227
2.84880E-03	3.7743
2.84885E-03	3.77253
2.84902E-03	3.77887
2.84918E-03	3.80861
2.84929E-03	3.84594
2.84940E-03	3.90092
2.84950E-03	3.97163
2.84960E-03	4.06402
2.84970E-03	4.18133
2.84980E-03	4.32677
2.84991E-03	4.50356
2.85000E-03	4.69942
2.85009E-03	4.91857
2.85018E-03	5.16895
2.85027E-03	5.45175
2.85037E-03	5.76742
2.85048E-03	6.19499
2.85058E-03	6.62105
2.85068E-03	7.0827
2.85083E-03	7.83339
2.85099E-03	8.7046
2.85135E-03	10.6806
2.85150E-03	11.4799
2.85162E-03	12.0133
2.85174E-03	12.4988
2.85185E-03	12.8933
2.85197E-03	13.2218
2.85208E-03	13.4375
2.85219E-03	13.5616
2.85229E-03	13.5981
2.85240E-03	13.551
2.85252E-03	13.395
2.85262E-03	13.2045
2.85272E-03	12.9593
2.85282E-03	12.6252
2.85299E-03	12.0317
2.85315E-03	11.3603
2.85359E-03	9.42751
2.85377E-03	8.70083
2.85389E-03	8.25344
2.85401E-03	7.84081
2.85414E-03	7.41459
2.85428E-03	7.03767
2.85441E-03	6.7088
2.85455E-03	6.42516
2.85470E-03	6.15518
2.85485E-03	5.93099
2.85501E-03	5.74579
2.85516E-03	5.59305
2.85536E-03	5.42963
2.85557E-03	5.30127
2.85577E-03	5.19847
2.85604E-03	5.08912
2.85645E-03	4.96263
2.85698E-03	4.83575
2.85786E-03	4.66939
2.86004E-03	4.31277
2.86090E-03	4.15686
2.86121E-03	4.11635
2.86142E-03	4.10523
2.86160E-03	4.11264
2.86176E-03	4.13647
2.86191E-03	4.18079
2.86206E-03	4.24976
2.86219E-03	4.32882
2.86235E-03	4.45228
2.86250E-03	4.6087
2.86264E-03	4.77454
2.86281E-03	5.01542
2.86296E-03	5.25624
2.86324E-03	5.74849
2.86356E-03	6.31322
2.86374E-03	6.60601
2.86391E-03	6.83977
2.86405E-03	6.99622
2.86419E-03	7.09941
2.86432E-03	7.16263
2.86442E-03	7.18347
2.86458E-03	7.1683
2.86474E-03	7.09519
2.86492E-03	6.9567
2.86515E-03	6.71826
2.86561E-03	6.1371
2.86592E-03	5.75475
2.86612E-03	5.53531
2.86632E-03	5.34942
2.86651E-03	5.19189
2.86671E-03	5.06102
2.86691E-03	4.95113
2.86722E-03	4.82095
2.86753E-03	4.72521
2.86784E-03	4.65226
2.86846E-03	4.54514
2.86928E-03	4.44108
2.87060E-03	4.31276
2.87193E-03	4.20528
2.87708E-03	3.82753
2.88019E-03	3.58861
2.88163E-03	3.49248
2.88231E-03	3.42433
2.88337E-03	3.2802
2.88717E-03	2.76194
2.88764E-03	2.70949
2.88792E-03	2.69061
2.88810E-03	2.68745
2.88834E-03	2.69992
2.88851E-03	2.72257
2.88867E-03	2.75959
2.88883E-03	2.81337
2.88900E-03	2.88597
2.88916E-03	2.97873
2.88934E-03	3.10131
2.88952E-03	3.24616
2.88970E-03	3.41645
2.89027E-03	3.98957
2.89044E-03	4.14802
2.89064E-03	4.29697
2.89079E-03	4.38605
2.89097E-03	4.45706
2.89116E-03	4.49892
2.89143E-03	4.51632
2.89164E-03	4.52972
2.89177E-03	4.55844
2.89187E-03	4.59921
2.89196E-03	4.66366
2.89205E-03	4.74508
2.89213E-03	4.85555
2.89222E-03	5.0011
2.89228E-03	5.13725
2.89234E-03	5.2853
2.89242E-03	5.51002
2.89247E-03	5.70835
2.89253E-03	5.93503
2.89258E-03	6.19285
2.89264E-03	6.48466
2.89270E-03	6.8136
2.89275E-03	7.18282
2.89281E-03	7.59599
2.89286E-03	8.05651
2.89292E-03	8.58037
2.89298E-03	9.18876
2.89304E-03	9.86536
2.89310E-03	10.6153
2.89316E-03	11.4442
2.89322E-03	12.3574
2.89328E-03	13.3613
2.89334E-03	14.4611
2.89340E-03	15.6632
2.89346E-03	16.9732
2.89352E-03	18.3971
2.89359E-03	20.2098
2.89364E-03	21.6091
2.89369E-03	23.0988
2.89376E-03	25.509
2.89383E-03	28.137
2.89391E-03	30.9902
2.89398E-03	33.7337
2.89404E-03	36.4835
2.89412E-03	40.4063
2.89421E-03	44.6208
2.89427E-03	47.9685
2.89434E-03	52.2146
2.89446E-03	58.9817
2.89457E-03	66.1753
2.89473E-03	76.8474
2.89514E-03	105.681
2.89528E-03	114.624
2.89540E-03	121.96
2.89552E-03	128.594
2.89563E-03	134.355
2.89571E-03	137.637
2.89581E-03	140.804
2.89590E-03	143.274
2.89601E-03	145.27
2.89608E-03	145.996
2.89615E-03	146.234
2.89622E-03	146.004
2.89633E-03	144.735
2.89645E-03	142.4
2.89656E-03	139.071
2.89667E-03	134.845
2.89679E-03	129.062
2.89692E-03	122.447
2.89708E-03	113.32
2.89740E-03	93.7139
2.89762E-03	80.1522
2.89775E-03	72.8121
2.89788E-03	65.8979
2.89797E-03	61.0339
2.89807E-03	56.4686
2.89817E-03	52.041
2.89826E-03	47.9542
2.89836E-03	44.2055
2.89846E-03	40.7872
2.89856E-03	37.6857
2.89864E-03	35.5579
2.89871E-03	33.5915
2.89879E-03	31.7775
2.89886E-03	30.1076
2.89896E-03	28.088
2.89906E-03	26.2859
2.89916E-03	24.6797
2.89926E-03	23.2492
2.89936E-03	21.9747
2.89946E-03	20.8385
2.89956E-03	19.824
2.89966E-03	18.9164
2.89977E-03	17.9494
2.89989E-03	17.0969
2.90001E-03	16.3414
2.90013E-03	15.668
2.90025E-03	15.0642
2.90043E-03	14.2667
2.90061E-03	13.5745
2.90077E-03	13.0181
2.90093E-03	12.5192
2.90118E-03	11.8594
2.90142E-03	11.2892
2.90167E-03	10.7983
2.90191E-03	10.3842
2.90215E-03	10.0489
2.90232E-03	9.87304
2.90248E-03	9.73744
2.90266E-03	9.63637
2.90285E-03	9.58269
2.90295E-03	9.57691
2.90315E-03	9.60495
2.90341E-03	9.70288
2.90404E-03	10.0359
2.90428E-03	10.11
2.90443E-03	10.1208
2.90465E-03	10.0847
2.90486E-03	9.99207
2.90507E-03	9.84453
2.90530E-03	9.63706
2.90617E-03	8.71193
2.90653E-03	8.37484
2.90687E-03	8.10741
2.90722E-03	7.887
2.90773E-03	7.62318
2.90819E-03	7.43525
2.90875E-03	7.23847
2.90960E-03	6.99281
2.91049E-03	6.77694
2.91148E-03	6.57461
2.91279E-03	6.3463
2.91396E-03	6.18092
2.91616E-03	5.94777
2.91841E-03	5.61721
2.91953E-03	5.46223
2.92014E-03	5.36769
2.92143E-03	5.14805
2.92170E-03	5.12374
2.92179E-03	5.12124
2.92197E-03	5.12766
2.92221E-03	5.16453
2.92238E-03	5.21798
2.92253E-03	5.28268
2.92271E-03	5.38618
2.92294E-03	5.55603
2.92319E-03	5.77422
2.92379E-03	6.36757
2.92403E-03	6.56824
2.92425E-03	6.70086
2.92443E-03	6.76843
2.92465E-03	6.79309
2.92483E-03	6.77048
2.92501E-03	6.71348
2.92523E-03	6.60915
2.92559E-03	6.3833
2.92610E-03	6.05246
2.92646E-03	5.854
2.92682E-03	5.69937
2.92723E-03	5.57108
2.92764E-03	5.4772
2.92831E-03	5.36512
2.92950E-03	5.22
2.93174E-03	5.00489
2.93361E-03	4.84737
2.93457E-03	4.79768
2.93562E-03	4.75363
2.93622E-03	4.69438
2.93685E-03	4.5949
2.93813E-03	4.36529
2.93973E-03	4.10347
2.94063E-03	3.93405
2.94137E-03	3.77177
2.94210E-03	3.58132
2.94262E-03	3.42784
2.94360E-03	3.10359
2.94385E-03	3.03629
2.94403E-03	3.00404
2.94415E-03	2.99749
2.94428E-03	3.0086
2.94437E-03	3.03235
2.94446E-03	3.07303
2.94454E-03	3.12391
2.94462E-03	3.19278
2.94470E-03	3.28291
2.94478E-03	3.39798
2.94483E-03	3.49059
2.94488E-03	3.59745
2.94493E-03	3.72005
2.94498E-03	3.85985
2.94504E-03	4.01852
2.94509E-03	4.19773
2.94514E-03	4.39936
2.94519E-03	4.62521
2.94525E-03	4.87731
2.94530E-03	5.15762
2.94536E-03	5.52853
2.94542E-03	5.94536
2.94548E-03	6.41187
2.94554E-03	6.9316
2.94561E-03	7.50836
2.94567E-03	8.14563
2.94573E-03	8.847
2.94579E-03	9.61556
2.94585E-03	10.4548
2.94591E-03	11.3672
2.94598E-03	12.422
2.94605E-03	13.7101
2.94613E-03	15.1119
2.94620E-03	16.6285
2.94628E-03	18.26
2.94635E-03	20.0045
2.94642E-03	21.8594
2.94652E-03	24.4946
2.94662E-03	27.2997
2.94673E-03	30.6299
2.94689E-03	35.8001
2.94721E-03	46.0439
2.94734E-03	50.0334
2.94745E-03	53.1932
2.94754E-03	55.6802
2.94767E-03	58.6029
2.94778E-03	60.7275
2.94786E-03	61.9689
2.94797E-03	63.3164
2.94806E-03	63.9702
2.94815E-03	64.34
2.94820E-03	64.3831
2.94829E-03	64.1972
2.94839E-03	63.6019
2.94850E-03	62.4754
2.94861E-03	60.7722
2.94873E-03	58.6149
2.94883E-03	56.4328
2.94896E-03	53.4276
2.94912E-03	49.2106
2.94951E-03	38.3734
2.94966E-03	34.4874
2.94981E-03	30.8503
2.94993E-03	28.1608
2.95001E-03	26.2859
2.95010E-03	24.5383
2.95019E-03	22.9197
2.95028E-03	21.4299
2.95037E-03	20.0476
2.95046E-03	18.7907
2.95055E-03	17.6531
2.95064E-03	16.6281
2.95073E-03	15.7079
2.95082E-03	14.8847
2.95091E-03	14.1502
2.95100E-03	13.4963
2.95109E-03	12.9281
2.95117E-03	12.422
2.95129E-03	11.8324
2.95141E-03	11.3268
2.95152E-03	10.8923
2.95164E-03	10.5176
2.95176E-03	10.1928
2.95193E-03	9.78144
2.95212E-03	9.42522
2.95230E-03	9.12846
2.95255E-03	8.80086
2.95279E-03	8.53
2.95309E-03	8.25597
2.95344E-03	7.98878
2.95379E-03	7.76486
2.95432E-03	7.4876
2.95478E-03	7.28607
2.95540E-03	7.06277
2.95619E-03	6.83053
2.95686E-03	6.66879
2.95768E-03	6.50269
2.95881E-03	6.31607
2.95993E-03	6.16238
2.96134E-03	6.00155
2.96274E-03	5.86366
2.96659E-03	5.52701
2.96754E-03	5.43067
2.96901E-03	5.25488
2.96941E-03	5.23586
2.96969E-03	5.25546
2.96991E-03	5.30341
2.97013E-03	5.38942
2.97031E-03	5.48739
2.97051E-03	5.6356
2.97069E-03	5.80467
2.97094E-03	6.07988
2.97157E-03	6.89738
2.97181E-03	7.16357
2.97201E-03	7.33933
2.97220E-03	7.44808
2.97233E-03	7.4906
2.97245E-03	7.50451
2.97261E-03	7.48732
2.97276E-03	7.43179
2.97298E-03	7.30538
2.97320E-03	7.12997
2.97391E-03	6.47506
2.97415E-03	6.28282
2.97445E-03	6.08379
2.97475E-03	5.93086
2.97507E-03	5.81126
2.97542E-03	5.71733
2.97590E-03	5.6381
2.97642E-03	5.59691
