E(MeV)	j33-k300/In113K3:1
4.84141E-05	5.08379
4.84248E-05	5.08152
4.84356E-05	5.07926
4.84463E-05	5.07699
4.84571E-05	5.07472
4.84684E-05	5.07234
4.84798E-05	5.06995
4.84911E-05	5.06757
4.85024E-05	5.06518
4.85137E-05	5.06279
4.85251E-05	5.06041
4.85364E-05	5.05802
4.85477E-05	5.05564
4.85602E-05	5.05301
4.85726E-05	5.05039
4.85851E-05	5.04776
4.85975E-05	5.04514
4.861E-05	5.04252
4.86224E-05	5.03989
4.86411E-05	5.03595
4.86581E-05	5.03238
4.86796E-05	5.02784
4.87012E-05	5.02331
4.87227E-05	5.01878
4.87476E-05	5.01353
4.87549E-05	5.01237
4.87872E-05	5.0073
4.88195E-05	5.00222
4.8862E-05	4.99555
4.89044E-05	4.98887
4.89611E-05	4.97996
0.000049046	4.96661
4.91309E-05	4.95325
4.92159E-05	4.9399
4.93291E-05	4.92209
4.9379E-05	4.91425
0.000049499	4.90028
4.97255E-05	4.87391
5.00104E-05	4.84074
5.00653E-05	4.83609
5.06089E-05	4.78999
5.10392E-05	4.7535
5.11544E-05	4.74373
5.21264E-05	4.68329
5.23256E-05	4.67091
5.41196E-05	4.58823
5.46952E-05	4.56171
5.77272E-05	4.45474
5.81077E-05	4.44132
6.02198E-05	4.37288
6.08909E-05	4.35113
6.13702E-05	4.3356
6.15859E-05	4.32861
6.18016E-05	4.32162
6.19215E-05	4.31774
6.20413E-05	4.31385
6.21312E-05	4.31094
6.21911E-05	4.309
6.2251E-05	4.30706
6.2281E-05	4.30609
6.23217E-05	4.30477
6.23523E-05	4.30378
6.23828E-05	4.30279
6.24032E-05	4.30213
6.24236E-05	4.30147
6.2444E-05	4.30081
6.24583E-05	4.30034
6.24727E-05	4.29987
6.24871E-05	4.29941
6.25015E-05	4.29894
6.25159E-05	4.29848
6.25302E-05	4.29801
6.25446E-05	4.29754
6.2559E-05	4.29708
6.2571E-05	4.29669
6.2583E-05	4.2963
6.25949E-05	4.29591
6.26069E-05	4.29552
6.26189E-05	4.29514
6.26309E-05	4.29475
6.26429E-05	4.29436
6.26549E-05	4.29397
6.26669E-05	4.29358
6.26788E-05	4.29319
6.26908E-05	4.29281
6.27028E-05	4.29242
6.27148E-05	4.29203
6.27328E-05	4.29145
6.27507E-05	4.29086
6.27687E-05	4.29028
6.27987E-05	4.28931
6.28466E-05	4.28776
6.28706E-05	4.28698
6.28886E-05	4.2864
6.29065E-05	4.28582
6.29245E-05	4.28523
6.29425E-05	4.28465
6.29605E-05	4.28407
6.29784E-05	4.28349
6.29952E-05	4.28294
6.30024E-05	4.28271
6.30192E-05	4.28217
6.30371E-05	4.28158
6.30551E-05	4.281
6.30731E-05	4.28042
6.30911E-05	4.27984
6.31031E-05	4.27945
6.31258E-05	4.27871
6.31486E-05	4.27797
6.32205E-05	4.27564
6.32445E-05	4.27486
6.32615E-05	4.27431
6.32786E-05	4.27376
6.32957E-05	4.2732
6.33128E-05	4.27265
6.33242E-05	4.27228
6.33355E-05	4.27191
6.33475E-05	4.27153
6.33595E-05	4.27114
6.33715E-05	4.27075
6.33835E-05	4.27036
6.33955E-05	4.26997
6.34074E-05	4.26958
6.34194E-05	4.2692
6.34314E-05	4.26881
6.34446E-05	4.26838
6.34578E-05	4.26795
6.3471E-05	4.26753
6.34841E-05	4.2671
6.34973E-05	4.26667
6.35105E-05	4.26624
6.35303E-05	4.2656
6.35468E-05	4.26507
6.35665E-05	4.26443
6.35863E-05	4.26379
6.36061E-05	4.26315
6.36357E-05	4.26219
6.36654E-05	4.26122
6.36951E-05	4.26026
6.374E-05	4.25881
6.37849E-05	4.25735
6.38449E-05	4.25541
6.39048E-05	4.25347
6.39947E-05	4.25056
6.41145E-05	4.24667
6.42763E-05	4.24143
6.448E-05	4.23483
6.47017E-05	4.22764
6.50612E-05	4.21599
6.56005E-05	4.19852
6.61595E-05	4.1804
6.62303E-05	4.17949
6.67854E-05	4.1723
6.71076E-05	4.17973
6.74112E-05	4.18672
6.76202E-05	4.2057
6.77867E-05	4.22081
6.8037E-05	4.26508
6.80902E-05	4.27955
6.82039E-05	4.3105
6.83916E-05	4.38514
6.85481E-05	4.47581
6.86524E-05	4.55713
6.87363E-05	4.64125
6.87567E-05	4.66168
6.87897E-05	4.70479
6.88298E-05	4.75708
6.8861E-05	4.79784
6.88698E-05	4.81252
6.88965E-05	4.85694
6.89233E-05	4.90135
6.89393E-05	4.92797
6.89497E-05	4.94961
6.89673E-05	4.98617
6.89849E-05	5.02273
6.90026E-05	5.05929
6.90175E-05	5.09026
6.90378E-05	5.14136
6.90554E-05	5.18568
6.90696E-05	5.22127
6.90856E-05	5.26866
6.91016E-05	5.31607
6.91176E-05	5.36349
6.91337E-05	5.41783
6.91497E-05	5.47459
6.91657E-05	5.53136
6.91792E-05	5.57902
6.91977E-05	5.6573
6.92138E-05	5.72476
6.92222E-05	5.7602
6.92351E-05	5.82397
6.92592E-05	5.94234
6.92832E-05	6.07667
6.93082E-05	6.22226
6.93513E-05	6.52062
6.9374E-05	6.70926
6.93904E-05	6.84547
6.94164E-05	7.09786
6.94327E-05	7.27748
6.94425E-05	7.38581
6.94674E-05	7.70238
6.94834E-05	7.9369
6.94947E-05	8.10299
6.95142E-05	8.43627
6.95331E-05	8.80271
6.95491E-05	9.15784
6.95652E-05	9.55494
6.95812E-05	10.0037
6.95892E-05	10.2413
6.9602E-05	10.6795
6.96185E-05	10.844
6.96303E-05	11.2998
6.9642E-05	11.8058
6.96537E-05	12.369
6.96655E-05	12.9973
6.96752E-05	14.3491
6.96889E-05	14.4863
6.97007E-05	15.3685
6.97124E-05	16.3591
6.97212E-05	17.4723
6.97388E-05	19.407
6.97476E-05	20.5098
6.97586E-05	21.7138
6.97686E-05	25.0572
6.97805E-05	25.2089
6.97889E-05	29.0163
6.98024E-05	29.5396
6.98133E-05	32.0712
6.98204E-05	36.8882
6.98352E-05	37.9832
6.98462E-05	41.4126
6.98644E-05	49.3458
6.98845E-05	61.5486
6.98957E-05	61.9304
6.99166E-05	73.2081
6.9927E-05	79.5257
6.99374E-05	93.5391
6.99479E-05	93.5954
6.9955E-05	107.015
6.99687E-05	109.649
6.99886E-05	136.714
7.00089E-05	156.96
7.00261E-05	158.523
7.00459E-05	175.46
7.00605E-05	198.183
7.00698E-05	227.205
7.00897E-05	251.957
7.01002E-05	265.13
7.01307E-05	303.272
7.01523E-05	304.237
7.01675E-05	346.156
7.0194E-05	352.447
7.02097E-05	373.311
7.02253E-05	386.997
7.0241E-05	398.722
7.02566E-05	408.269
7.02702E-05	415.457
7.02869E-05	419.672
7.03088E-05	422.38
7.03234E-05	420.993
7.0338E-05	417.361
7.03536E-05	411.538
7.03693E-05	402.985
7.03797E-05	392.207
7.03995E-05	383.886
7.04078E-05	357.252
7.04193E-05	345.375
7.04402E-05	321.79
7.04611E-05	296.805
7.05127E-05	233.159
7.05325E-05	209.445
7.05523E-05	186.752
7.05672E-05	170.587
7.05821E-05	155.264
7.05977E-05	140.123
7.06133E-05	126.05
7.06238E-05	117.277
7.06342E-05	108.995
7.06446E-05	101.201
7.06551E-05	93.8908
7.06655E-05	87.0548
7.06749E-05	81.3541
7.06884E-05	80.0687
7.06999E-05	73.6224
7.07114E-05	67.6935
7.07229E-05	62.2571
7.07343E-05	57.2868
7.07458E-05	52.755
7.07573E-05	48.6333
7.07659E-05	44.8932
7.07745E-05	42.3217
7.07831E-05	39.9373
7.07917E-05	37.7285
7.08003E-05	35.6841
7.08089E-05	33.7935
7.08175E-05	32.0461
7.08261E-05	30.4319
7.0839E-05	28.9415
7.08519E-05	26.9181
7.08649E-05	25.1242
7.08778E-05	23.5337
7.08885E-05	21.0825
7.09015E-05	20.8694
7.09145E-05	19.9265
7.09276E-05	18.9056
7.09406E-05	17.9955
7.09536E-05	17.1821
7.09667E-05	16.453
7.09862E-05	15.7975
7.10058E-05	14.9318
7.10254E-05	14.1841
7.10449E-05	13.5328
7.10645E-05	12.9608
7.10905E-05	12.4545
7.11166E-05	11.8628
7.11427E-05	11.3484
7.11688E-05	10.8965
7.11875E-05	10.2446
7.12079E-05	9.97166
7.1247E-05	9.52227
7.12861E-05	9.13225
7.13317E-05	8.73761
7.13904E-05	8.30629
7.14491E-05	7.94242
7.15078E-05	7.63169
7.15469E-05	7.44874
7.16251E-05	7.13015
7.16773E-05	6.95166
7.17033E-05	6.86254
7.17816E-05	6.63498
7.18859E-05	6.38026
7.19902E-05	6.1688
7.20945E-05	5.99079
7.21874E-05	5.86059
7.22509E-05	5.77148
7.23999E-05	5.60353
7.24074E-05	5.59507
7.25359E-05	5.47619
7.25638E-05	5.45035
7.26379E-05	5.39468
7.27208E-05	5.33241
7.27725E-05	5.29361
7.27846E-05	5.28627
7.28972E-05	5.2181
7.29811E-05	5.16735
7.30311E-05	5.1435
0.00007308	5.12021
7.31246E-05	5.09894
7.31693E-05	5.07768
7.3233E-05	5.0473
7.3294E-05	5.01825
7.33542E-05	4.99604
7.34371E-05	4.96545
7.35104E-05	4.93839
7.35837E-05	4.91133
7.36069E-05	4.90277
7.37389E-05	4.86382
7.39198E-05	4.81041
7.42914E-05	4.7251
7.44309E-05	4.69308
7.50359E-05	4.58852
7.57465E-05	4.49464
7.69708E-05	4.37311
7.83605E-05	4.2667
7.84854E-05	4.25714
7.87549E-05	4.23934
7.92478E-05	4.20679
7.94898E-05	4.1908
7.9669E-05	4.17896
7.97967E-05	4.17053
7.98729E-05	4.1655
7.99491E-05	4.16046
8.00062E-05	4.15669
8.00634E-05	4.15292
8.0097E-05	4.1507
8.01306E-05	4.14848
8.01642E-05	4.14626
8.01866E-05	4.14478
8.0209E-05	4.1433
8.02314E-05	4.14182
8.02479E-05	4.14073
8.02639E-05	4.13967
8.02799E-05	4.13862
8.02958E-05	4.13756
8.03118E-05	4.13651
8.03278E-05	4.13545
8.03384E-05	4.13475
8.03491E-05	4.13405
8.03597E-05	4.13334
8.03703E-05	4.13264
8.0381E-05	4.13194
8.03916E-05	4.13124
8.04023E-05	4.13053
8.04129E-05	4.12983
8.04261E-05	4.12896
8.04394E-05	4.12808
8.04526E-05	4.12721
8.04658E-05	4.12634
8.0479E-05	4.12546
8.04922E-05	4.12459
8.05055E-05	4.12372
8.05187E-05	4.12284
8.05321E-05	4.12196
8.05456E-05	4.12107
8.05545E-05	4.12048
8.05724E-05	4.11929
8.05904E-05	4.11811
8.06083E-05	4.11692
8.06262E-05	4.11574
8.06621E-05	4.11337
8.07087E-05	4.11029
8.07356E-05	4.10852
8.07535E-05	4.10733
8.07714E-05	4.10615
8.0792E-05	4.10479
8.08037E-05	4.10402
8.08216E-05	4.10284
8.08395E-05	4.10165
8.08575E-05	4.10047
8.08731E-05	4.09943
8.08884E-05	4.09843
8.09059E-05	4.09727
8.09238E-05	4.09609
8.09417E-05	4.0949
8.09632E-05	4.09348
8.09793E-05	4.09242
8.09973E-05	4.09123
8.10242E-05	4.08946
8.10421E-05	4.08827
8.11084E-05	4.08389
8.11353E-05	4.08212
8.11532E-05	4.08093
8.11711E-05	4.07975
8.11873E-05	4.07868
8.12034E-05	4.07762
8.12195E-05	4.07655
8.12357E-05	4.07549
8.12518E-05	4.07442
8.12666E-05	4.07344
8.12807E-05	4.07251
8.12948E-05	4.07158
8.13089E-05	4.07065
8.13231E-05	4.06972
8.13372E-05	4.06878
8.13513E-05	4.06785
8.13654E-05	4.06692
8.13795E-05	4.06599
8.13936E-05	4.06505
8.14078E-05	4.06412
8.14246E-05	4.06301
8.14414E-05	4.0619
8.14582E-05	4.06079
8.1475E-05	4.05968
8.14918E-05	4.05857
8.15086E-05	4.05746
8.1531E-05	4.05598
8.15534E-05	4.0545
8.15758E-05	4.05302
8.16049E-05	4.0511
8.16408E-05	4.04873
8.16766E-05	4.04636
8.17304E-05	4.04281
8.17842E-05	4.03926
8.1838E-05	4.03571
8.19097E-05	4.03097
8.19455E-05	4.0286
8.20224E-05	4.02353
8.20993E-05	4.01845
8.21569E-05	4.01464
8.22146E-05	4.01083
0.000082253	4.00829
8.23024E-05	4.00503
8.23394E-05	4.00259
8.23764E-05	4.00014
8.24135E-05	3.99769
8.24382E-05	3.99606
8.24628E-05	3.99443
8.24875E-05	3.9928
8.2506E-05	3.99158
8.25246E-05	3.99036
8.25431E-05	3.98913
8.25616E-05	3.98791
8.25801E-05	3.98669
8.25925E-05	3.98587
8.26048E-05	3.98506
8.26171E-05	3.98424
8.26295E-05	3.98343
8.26418E-05	3.98261
8.26526E-05	3.9819
8.26665E-05	3.98098
8.26758E-05	3.98037
8.2685E-05	3.97976
8.26943E-05	3.97915
8.27035E-05	3.97853
8.27128E-05	3.97792
8.27221E-05	3.97731
8.27313E-05	3.9767
8.27406E-05	3.97609
8.27498E-05	3.97548
8.27591E-05	3.97486
8.27684E-05	3.97425
8.27776E-05	3.97364
8.27869E-05	3.97303
8.27961E-05	3.97242
8.28059E-05	3.97177
8.28158E-05	3.97112
8.28256E-05	3.97047
8.28354E-05	3.96983
8.28452E-05	3.96918
8.2855E-05	3.96853
8.28648E-05	3.96788
8.28746E-05	3.96723
8.28844E-05	3.96659
8.28943E-05	3.96594
8.29057E-05	3.96518
8.29156E-05	3.96453
8.29304E-05	3.96355
8.29452E-05	3.96257
8.29601E-05	3.96159
8.29749E-05	3.96061
8.29887E-05	3.9597
8.30065E-05	3.95853
8.30242E-05	3.95735
8.30509E-05	3.95559
8.31121E-05	3.95155
8.31418E-05	3.94959
8.3164E-05	3.94812
8.31813E-05	3.94698
0.000083201	3.94568
8.32208E-05	3.94437
8.32356E-05	3.94339
8.32504E-05	3.94242
8.32682E-05	3.94124
0.00008328	3.94046
8.32978E-05	3.93928
8.33116E-05	3.93837
8.33304E-05	3.93713
8.33452E-05	3.93609
8.33649E-05	3.93466
8.33837E-05	3.93331
8.34025E-05	3.93195
8.34222E-05	3.93053
8.34518E-05	3.92839
8.35284E-05	3.92286
8.35471E-05	3.92151
8.35664E-05	3.92011
8.35861E-05	3.91869
8.36009E-05	3.91762
8.36158E-05	3.91655
8.36306E-05	3.91548
8.36464E-05	3.91434
8.36572E-05	3.91355
8.36681E-05	3.91277
8.3679E-05	3.91198
8.36898E-05	3.9112
8.37007E-05	3.91041
8.37115E-05	3.90963
8.37224E-05	3.90884
8.37346E-05	3.90796
8.37468E-05	3.90708
8.37591E-05	3.9062
8.37713E-05	3.90531
8.37835E-05	3.90443
8.37957E-05	3.90355
8.38079E-05	3.90267
8.38202E-05	3.90178
8.38324E-05	3.9009
8.38446E-05	3.90002
8.38651E-05	3.89854
8.38774E-05	3.89765
8.38898E-05	3.89676
8.39021E-05	3.89586
8.39145E-05	3.89497
8.39268E-05	3.89408
8.39392E-05	3.89319
8.39515E-05	3.8923
8.397E-05	3.89096
8.39885E-05	3.88962
8.4007E-05	3.88829
8.40256E-05	3.88695
8.40441E-05	3.88561
8.40626E-05	3.88427
8.40873E-05	3.88249
8.4112E-05	3.88071
8.41367E-05	3.87892
8.41737E-05	3.87625
8.42107E-05	3.87357
8.42478E-05	3.8709
8.43033E-05	3.86689
8.43588E-05	3.86288
8.44144E-05	3.85886
8.44699E-05	3.85485
0.000084544	3.8495
8.46366E-05	3.84282
8.47291E-05	3.83613
8.48217E-05	3.82945
8.49142E-05	3.82276
8.50737E-05	3.81125
8.52331E-05	3.79973
8.53926E-05	3.78821
8.55521E-05	3.77669
8.56849E-05	3.76709
8.57248E-05	3.76422
8.58029E-05	3.75857
8.58604E-05	3.75443
8.58986E-05	3.75166
8.59358E-05	3.74897
8.5972E-05	3.74636
8.60081E-05	3.74375
8.60443E-05	3.74114
8.60836E-05	3.7383
8.62069E-05	3.72939
8.62494E-05	3.72632
8.62835E-05	3.72387
8.63175E-05	3.72141
8.63441E-05	3.71949
8.63579E-05	3.71849
8.63855E-05	3.71649
8.64132E-05	3.7145
8.64504E-05	3.71181
8.64876E-05	3.70912
8.65322E-05	3.7059
8.65981E-05	3.70114
8.66566E-05	3.69691
8.67044E-05	3.69346
8.67523E-05	3.69129
8.67916E-05	3.68965
8.68384E-05	3.68769
8.68852E-05	3.68574
8.69553E-05	3.68281
8.70351E-05	3.67949
8.71679E-05	3.67394
8.73806E-05	3.66507
8.74693E-05	3.66137
8.76862E-05	3.66019
8.78908E-05	3.66654
8.80115E-05	3.67029
8.83368E-05	3.70236
8.85537E-05	3.74257
8.87163E-05	3.78697
8.87413E-05	3.79632
0.000088879	3.8479
8.90417E-05	3.93092
8.91637E-05	4.01222
8.92721E-05	4.10203
8.93738E-05	4.20494
8.94754E-05	4.33033
8.95771E-05	4.48376
8.96787E-05	4.67255
8.97465E-05	4.82273
8.98329E-05	5.04907
8.98905E-05	5.22605
8.99319E-05	5.3712
8.99482E-05	5.42803
9.00058E-05	5.65945
9.00634E-05	5.92576
9.0121E-05	6.2337
9.01642E-05	6.49699
9.02074E-05	6.7928
9.02582E-05	7.18965
9.02921E-05	7.48842
9.0326E-05	7.81893
9.03599E-05	8.1857
9.03938E-05	8.59411
9.04277E-05	9.05066
9.04615E-05	9.56324
9.04954E-05	10.1416
9.05208E-05	10.6258
9.05463E-05	11.1601
9.05717E-05	11.7523
9.05971E-05	12.4117
9.06225E-05	13.1501
9.06479E-05	13.9822
9.06733E-05	14.9264
9.06903E-05	15.6297
9.07072E-05	16.402
9.07242E-05	17.2534
9.07411E-05	18.196
9.07589E-05	19.2999
9.07729E-05	20.2619
9.07869E-05	21.3193
9.08008E-05	22.4853
9.08148E-05	23.7748
9.08288E-05	25.2049
9.08428E-05	26.7951
9.08568E-05	28.5679
9.08707E-05	30.5486
9.08847E-05	32.7659
9.08987E-05	35.2522
9.09096E-05	37.4068
9.09315E-05	39.7672
9.09424E-05	42.3543
9.09533E-05	45.1907
9.09643E-05	48.3008
9.09752E-05	51.7109
9.09861E-05	55.4494
9.09971E-05	59.5462
9.1008E-05	64.0334
9.10187E-05	68.9449
9.10288E-05	74.1859
9.1039E-05	79.6171
9.10492E-05	85.5091
9.10593E-05	91.8943
9.10695E-05	98.8058
9.10797E-05	106.278
9.10898E-05	114.344
9.11E-05	123.039
9.11102E-05	132.399
9.11203E-05	142.456
9.11305E-05	153.246
9.11407E-05	164.799
9.11508E-05	177.148
9.11644E-05	190.321
9.11779E-05	209.213
9.11915E-05	229.673
9.1205E-05	251.746
9.12186E-05	275.461
9.12321E-05	300.834
9.12484E-05	327.861
9.12647E-05	362.447
9.12809E-05	399.302
9.1304E-05	438.298
9.13243E-05	496.841
9.13514E-05	551.2
9.14057E-05	626.485
9.14314E-05	779.403
9.14572E-05	848.891
9.14775E-05	913.387
9.14978E-05	959.338
9.15182E-05	999.79
9.15385E-05	1033.81
9.15575E-05	1060.6
9.15764E-05	1078.5
9.15927E-05	1089.16
9.16117E-05	1092.37
9.1632E-05	1089.13
9.16524E-05	1077.43
9.16727E-05	1057.52
9.1693E-05	1029.91
9.1713E-05	995.302
9.17323E-05	955.258
9.17581E-05	911.766
9.17852E-05	847.978
9.18398E-05	625.44
9.1853E-05	589.168
9.18794E-05	519.246
9.18987E-05	470.591
9.1918E-05	424.487
9.19373E-05	381.253
9.19567E-05	341.106
9.19695E-05	316.121
9.19831E-05	291.382
9.19967E-05	268.242
9.20102E-05	246.686
9.20238E-05	226.682
9.20373E-05	208.187
9.20509E-05	191.145
9.20644E-05	175.497
9.2078E-05	161.171
9.20892E-05	150.298
9.21003E-05	140.233
9.21115E-05	130.934
9.21227E-05	122.356
9.21339E-05	114.457
9.21451E-05	107.193
9.21563E-05	100.523
9.21674E-05	94.4061
9.21786E-05	88.8035
9.21898E-05	83.6776
9.2202E-05	78.5877
9.22162E-05	73.2554
9.22305E-05	68.5147
9.22447E-05	64.3071
9.22565E-05	61.2187
9.22732E-05	60.5799
9.22874E-05	57.2854
9.23016E-05	54.3816
9.23159E-05	51.8317
9.23301E-05	49.6037
9.23443E-05	47.6705
9.23596E-05	46.0094
9.23753E-05	44.5114
9.23911E-05	43.2504
9.24068E-05	42.2664
9.24226E-05	41.5502
9.24383E-05	41.0969
9.24593E-05	40.9007
9.2475E-05	41.064
9.24908E-05	41.501
9.25065E-05	42.2208
9.25216E-05	43.2347
9.25352E-05	44.4909
9.25489E-05	45.8848
9.25626E-05	47.5284
9.25763E-05	49.43
9.259E-05	51.5973
9.26047E-05	54.0371
9.26195E-05	56.9869
9.26491E-05	63.8725
9.26639E-05	67.8063
9.26861E-05	72.0594
9.27082E-05	79.0107
9.2728E-05	86.5911
9.27477E-05	93.7856
9.28255E-05	101.325
9.28581E-05	132.31
9.28778E-05	144.436
9.28975E-05	151.113
9.29172E-05	157.099
9.29369E-05	162.257
9.29566E-05	166.463
9.29763E-05	169.611
9.29886E-05	172.171
9.30197E-05	172.462
9.30404E-05	171.823
9.30572E-05	169.857
9.30789E-05	167.324
9.31005E-05	162.869
9.31188E-05	151.564
9.314E-05	151.127
9.31695E-05	144.31
9.32057E-05	118.088
9.32602E-05	117.126
9.32898E-05	95.1589
9.33095E-05	83.3012
9.33292E-05	75.8311
9.33489E-05	68.7883
9.33637E-05	62.2203
9.33785E-05	57.6253
9.33948E-05	53.3223
9.34082E-05	45.591
9.34273E-05	44.891
9.34436E-05	41.2001
9.34761E-05	34.8112
9.34924E-05	32.0809
9.35086E-05	29.6347
9.3524E-05	25.6208
9.35411E-05	25.5115
9.3552E-05	23.792
9.35643E-05	22.758
9.35746E-05	20.8672
9.35889E-05	20.7068
9.3618E-05	18.0491
9.36382E-05	17.9485
9.36567E-05	17.0262
9.36752E-05	16.2288
9.36925E-05	14.9753
9.37068E-05	14.5648
9.37355E-05	13.8468
9.37498E-05	13.5447
9.37785E-05	13.0104
9.37886E-05	12.8323
9.38071E-05	12.5557
9.38181E-05	12.3917
9.38342E-05	12.1865
9.38469E-05	12.0237
9.38596E-05	11.8831
9.38724E-05	11.7439
9.38851E-05	11.6047
9.38978E-05	11.4826
9.39106E-05	11.3636
9.39233E-05	11.2447
9.39465E-05	11.0568
9.3958E-05	10.9651
9.39754E-05	10.8276
9.39857E-05	10.7461
9.40101E-05	10.5828
9.40269E-05	10.4706
9.40448E-05	10.3507
9.40709E-05	10.2017
9.41039E-05	10.013
9.41138E-05	9.95602
9.41617E-05	9.72045
9.41849E-05	9.60664
9.42075E-05	9.50828
9.42295E-05	9.41422
9.4252E-05	9.31769
9.42617E-05	9.27641
9.42868E-05	9.18363
9.43041E-05	9.11938
9.43215E-05	9.05513
0.00009434	8.9866
9.43602E-05	8.91168
9.43759E-05	8.86186
9.43967E-05	8.79547
9.44141E-05	8.74015
9.44314E-05	8.68483
9.44476E-05	8.63319
9.44588E-05	8.5976
9.44685E-05	8.57139
9.44905E-05	8.51175
9.45136E-05	8.44897
9.45484E-05	8.35479
9.45923E-05	8.23551
9.46236E-05	8.16108
9.46444E-05	8.11343
9.46664E-05	8.06314
9.46838E-05	8.02343
9.47011E-05	7.98372
9.47185E-05	7.94401
9.47359E-05	7.9043
9.47532E-05	7.86834
9.47648E-05	7.84508
9.47764E-05	7.82183
9.4788E-05	7.79857
9.47995E-05	7.77531
9.48111E-05	7.75205
9.48227E-05	7.7288
9.48334E-05	7.70729
9.48493E-05	7.67948
9.48632E-05	7.65521
9.48771E-05	7.63094
9.4891E-05	7.60668
9.49049E-05	7.58241
9.49188E-05	7.55814
9.49326E-05	7.53388
9.49465E-05	7.50961
9.49604E-05	7.48534
9.49882E-05	7.43681
9.50027E-05	7.41153
9.50207E-05	7.3801
9.50461E-05	7.3427
9.50678E-05	7.31076
9.50895E-05	7.27883
9.51184E-05	7.23625
9.51474E-05	7.19366
9.51763E-05	7.15108
9.52079E-05	7.10451
9.52197E-05	7.08975
9.52631E-05	7.03527
9.53065E-05	6.98079
9.53644E-05	6.90815
9.54051E-05	6.85707
9.54223E-05	6.83848
9.54917E-05	6.76335
9.55727E-05	6.67569
9.56022E-05	6.6438
9.56943E-05	6.55954
9.58332E-05	6.43241
9.58979E-05	6.37315
9.60068E-05	6.28927
9.61591E-05	6.17193
9.62383E-05	6.11998
9.64698E-05	5.9681
9.64844E-05	5.95852
9.67013E-05	5.83715
9.68097E-05	5.7765
9.71412E-05	5.6208
9.72976E-05	5.54732
0.000097581	5.43742
9.78273E-05	5.34192
9.8357E-05	5.16885
9.90135E-05	4.98778
9.94694E-05	4.88407
9.96701E-05	4.83841
9.98733E-05	4.80333
0.000100086	4.76663
0.000100213	4.74461
0.000100278	4.73346
0.0001003	4.73116
0.000100367	4.72398
0.000100434	4.71681
0.000100498	4.70987
0.000100541	4.70531
0.000100643	4.69439
0.000100668	4.69353
0.000100729	4.69151
0.000100779	4.68984
0.000100826	4.68828
0.000100863	4.68703
0.0001009	4.68579
0.000100935	4.68464
0.000100945	4.68528
0.000101009	4.68929
0.000101111	4.69572
0.000101183	4.70028
0.000101242	4.70985
0.000101297	4.71928
0.00010136	4.73034
0.000101443	4.75538
0.00010153	4.78161
0.000101553	4.79199
0.000101676	4.84922
0.000101798	4.92809
0.000101919	5.03411
0.000102011	5.13665
0.000102102	5.26439
0.000102193	5.42394
0.000102284	5.62416
0.000102345	5.78602
0.000102406	5.97588
0.000102467	6.19963
0.000102527	6.46475
0.000102573	6.69649
0.000102622	6.98114
0.000102672	7.32343
0.000102722	7.72624
0.000102755	8.03549
0.000102789	8.38366
0.000102822	8.77767
0.000102856	9.22631
0.000102886	9.69102
0.000102917	10.2212
0.000102939	10.6703
0.000102962	11.1719
0.000102985	11.7355
0.000103008	12.3732
0.00010303	13.0998
0.000103053	13.9342
0.000103068	14.5617
0.000103084	15.256
0.000103099	16.0269
0.000103112	16.7508
0.000103125	17.5464
0.000103138	18.4227
0.000103151	19.3899
0.000103163	20.4599
0.000103176	21.6455
0.000103189	22.9614
0.000103202	24.424
0.000103215	26.0516
0.000103228	27.8644
0.000103241	29.8848
0.000103254	32.1376
0.000103427	93.7023
0.000103439	102.187
0.000103451	111.423
0.000103464	121.455
0.000103476	132.325
0.000103488	144.071
0.0001035	156.733
0.000103512	170.344
0.000103524	184.934
0.000103537	200.527
0.000103549	217.145
0.000103561	234.797
0.000103579	253.491
0.000103597	283.472
0.000103617	315.733
0.000103641	353.731
0.000103665	401.736
0.000103697	452.606
0.000103758	525.078
0.000103782	664.59
0.000103807	717.994
0.000103826	768.018
0.000103848	804.688
0.000103866	841.485
0.000103884	867.935
0.000103905	890.07
0.000103922	909.462
0.00010394	920.591
0.000103955	927.457
0.000103974	929.099
0.000103992	926.15
0.000104013	917.901
0.000104031	901.8
0.00010405	882.743
0.00010407	859.199
0.000104091	827.628
0.000104115	791.537
0.00010414	744.342
0.000104188	693.291
0.00010423	584.977
0.000104261	492.534
0.000104283	426.3
0.000104301	380.984
0.00010432	346.3
0.000104338	313.656
0.000104356	283.171
0.000104368	254.917
0.00010438	237.333
0.000104393	220.749
0.000104405	205.152
0.000104417	190.526
0.000104429	176.849
0.000104441	164.091
0.000104453	152.222
0.000104466	141.205
0.000104479	131.004
0.000104492	120.788
0.000104505	111.437
0.000104518	102.895
0.000104532	95.1102
0.000104545	88.0274
0.000104558	81.5946
0.000104571	75.7608
0.000104585	70.477
0.000104598	65.6963
0.00010461	61.3742
0.000104622	57.64
0.000104633	54.5637
0.000104645	51.7458
0.00010466	49.1645
0.000104675	46.0552
0.00010469	43.2855
0.000104705	40.8152
0.000104721	38.6082
0.000104736	36.6327
0.000104751	34.8602
0.000104766	33.2656
0.000104781	31.8269
0.000104804	30.5248
0.000104827	28.7914
0.00010485	27.2801
0.000104873	25.952
0.000104895	24.7758
0.000104926	23.7264
0.000104956	22.49
0.000104987	21.4061
0.000105017	20.4463
0.000105047	19.5892
0.000105093	18.818
0.000105132	17.7948
0.000105172	17.0155
0.000105231	16.3188
0.000105291	15.4017
